,company_name,location,notice_date,layoff_date,employees_affected
1038,Hartz Mountain Corporation,Jersey City,April,2013-07-19 00:00:00,106
1039,Mylan Specialty L.P.,Basking Ridge,April,2013-12-31 00:00:00,117
1040,Pediatric Day Health Center at Galloway,Galloway,April,2013-06-13 00:00:00,25
1041,Roma Bank,Robbinsville,April,2013-05-31 00:00:00,57
1042,The Health Center at Galloway,Galloway,April,2013-06-13 00:00:00,187
1043,ATLANTIC HUMAN RESOURCES,atlantic city,May,2013-04-19 00:00:00,200
1044,"Amiee Lynn, Inc.",Ridgefield,May,2013-07-01 00:00:00,50
1045,"CENTRAL AC, LLC",ATLANTIC CITY,May,2013-05-05 00:00:00,65
1046,Concerned Parents for Head Start,Paterson,May,2013-07-01 00:00:00,63
1047,Concerned Parents for Head Start,Paterson,May,2013-07-01 00:00:00,63
1048,Concerned Parents for Head Start,Paterson,May,2013-07-01 00:00:00,63
1049,"First Transit, Inc.",Egg Harbor Township,May,2013-07-07 00:00:00,40
1050,Leading Edge,Hamilton,May,2013-07-20 00:00:00,82
1051,Masco Bath,Moorestown,May,2013-07-23 00:00:00,69
1052,The Press of Atlantic City Media Group,Pleasantville,May,2013-07-08 00:00:00,43
1053,Merck,Kenilworth,July,2013-10-01 00:00:00,113
1054,Pathmark,Cherry Hill,July,2013-09-06 00:00:00,123
1055,Pathmark,Edgewater Park,July,2013-09-06 00:00:00,123
1056,Pathmark,Camden,July,2013-09-06 00:00:00,109
1057,BASF,Somerset,August,2013-08-01 00:00:00,25
1058,J P Morgan Chase,Iselin,August,2013-08-13 00:00:00,42
1059,Takasago,Northvale,August,2013-09-08 00:00:00,80
1060,Capital One,Secaucus,September,2013-11-09 00:00:00,53
1061,Community Development Institute,Absecon,September,2013-10-31 00:00:00,115
1062,"Dessert Service, Inc.",Kearny,September,2013-11-30 00:00:00,85
1063,Healthcare Services Group,Barnegat,September,2013-11-26 00:00:00,150
1064,Pathmark - Howell,Howell,September,2013-10-19 00:00:00,103
1065,Sodexo,Blackwood,September,2013-11-12 00:00:00,80
1066,Wagner Spray Tech (Titan Tools),Oakland,September,2014-06-30 00:00:00,80
1067,118 Churchill Avenue Corporation,New Brunswick,October,2013-12-12 00:00:00,138
1068,Bridge Disposal LLC,New Brunswick,October,2013-12-12 00:00:00,28
1069,Colgate Paper Stock Company,New Brunswick,October,2013-12-12 00:00:00,17
1070,DiNar Management Company,New Brunswick,October,2013-12-12 00:00:00,12
1071,GlaxoSmithKline,Clifton,October,2014-06-30 00:00:00,165
1072,ITC - International Technidyne Corporation,Piscataway,October,2013-12-31 00:00:00,357
1073,LexisNexis,New Providence,October,2013-10-31 00:00:00,92
1074,"NCO Financial Sytems, Inc.",Ramey,October,2013-12-28 00:00:00,67
1075,"Optimer Pharmaceuticals, Inc.",New Jersey,October,2014-06-30 00:00:00,184
1076,T & M Repair Company,New Brunswick,October,2013-12-12 00:00:00,14
1077,Union Ink Company,Ridgefield,October,2014-01-03 00:00:00,48
1078,"WARNER CHILCOTT (US), LLC",Rockaway,October,2013-11-30 00:00:00,88
1079,Allied Systems Holdings,Linden,November,2013-12-10 00:00:00,58
1080,"Atlantic Express of New Jersey, Inc.",New Brunswick,November,2013-12-31 00:00:00,73
1081,"Atlantic Express of New Jersey, Inc.",Vincetown,November,2013-12-31 00:00:00,52
1082,Bank of America,Marlton,November,2013-12-06 00:00:00,136
1083,Investors Bank,Short Hills,November,2013-11-15 00:00:00,65
1084,"WARNER CHILCOTT (US), LLC",Rockaway,November,2014-01-31 00:00:00,46
1085,"Winsale, Inc.",Jersey City,November,2013-12-31 00:00:00,168
1086,CB&I,Moorestown,December,2014-02-18 00:00:00,30
1087,Farmland Dairies,Wallington,December,2014-02-17 00:00:00,323
1088,Healthcare Services Group,Manchester,December,2014-02-26 00:00:00,33
1089,"Optimer Pharmaceuticals, Inc.",Jersey City,December,2014-06-30 00:00:00,177
1090,Pediatric Day Health Center at Manchester,Manchester,December,2014-02-26 00:00:00,29
1091,ThyssenKrupp,Moonachie,December,2014-02-28 00:00:00,50
1092,A & P,Kearny,January,2012-03-10 00:00:00,129
1093,A & P,Bayonne,January,2012-03-10 00:00:00,89
1094,IntraPac,Swedesboro,January,2012-03-09 00:00:00,51
1095,Novartis Pharmaceuticals Corporation,East Hanover,January,2012-04-02 00:00:00,43
1096,Phoenix Color Corporation,Rockaway,January,2012-03-04 00:00:00,47
1097,Smiths Detection,Morristown,January,2012-03-30 00:00:00,100
1098,sanofi-aventis U.S. Inc.,Bridgewater,January,2012-03-12 00:00:00,391
1099,Atlantic Coast Media Group,Jersey City,February,2012-04-02 00:00:00,90
1100,ICL Performance Products LP,Carteret,February,2012-04-27 00:00:00,70
1101,Novartis Pharmaceuticals Corporation,East Hanover,February,2013-01-31 00:00:00,14
1102,Novartis Pharmaceuticals Corporation,East Hanover,February,2012-04-30 00:00:00,247
1103,Verizon,Ewing,February,2012-04-03 00:00:00,336
1104,Novartis Pharmaceuticals Corporation,East Hanover,March,2012-06-08 00:00:00,5
1105,Pathmark,Lawnside,March,2012-05-06 00:00:00,122
1106,"Publishers Circulation Fulfillment, Inc.",Rockleigh,March,2012-06-15 00:00:00,80
1107,Quality Packaging Specialist International LLC,Moonachie,March,2012-07-31 00:00:00,160
1108,Saint Clare's Health System,Denville,March,2012-06-01 00:00:00,31
1109,CHRIST HOSPITAL,Jersey City,April,,433
1110,Centerplate,Newark,April,2012-06-29 00:00:00,643
1111,"Gussco Manufacturing, LLC",Cedar Grove,April,2012-06-16 00:00:00,102
1112,Novartis Pharmaceuticals Corporation,East Hanover,April,2012-06-08 00:00:00,5
1113,Novartis Pharmaceuticals Corporation,East Hanover,April,2012-06-08 00:00:00,93
1114,Novartis Pharmaceuticals Corporation,East Hanover,April,2012-06-08 00:00:00,35
1115,Novartis Pharmaceuticals Corporation,East Hanover,April,2012-06-08 00:00:00,32
1116,Novartis Pharmaceuticals Corporation,East Hanover,April,2012-06-08 00:00:00,1380
1117,Novartis Pharmaceuticals Corporation,East Hanover,April,2012-06-08 00:00:00,45
1118,Novartis Pharmaceuticals Corporation,East Hanover,April,2012-06-08 00:00:00,27
1119,Summit Medical Group,Berkeley Heights,April,2012-06-09 00:00:00,7
1120,CME Group,Monmouth Junction,May,2012-07-02 00:00:00,110
1121,EMBA Distributors (Vasaturo Brothers),Edison,May,2012-07-20 00:00:00,100
1122,Hostess Brands,Neptune,May,2012-07-03 00:00:00,42
1123,Hostess Brands,Carlstadt,May,2012-07-03 00:00:00,70
1124,Hostess Brands,Bellmawr,May,2012-07-03 00:00:00,32
1125,Hostess Brands,Westville,May,2012-07-03 00:00:00,3
1126,Hostess Brands,Pleasantville,May,2012-07-03 00:00:00,16
1127,Hostess Brands,Wayne,May,2012-07-03 00:00:00,320
1128,Hostess Brands,Hamilton,May,2012-07-03 00:00:00,24
1129,Hostess Brands4,Somerset,May,2012-07-03 00:00:00,56
1130,MetLife,Morristown,May,2012-06-30 00:00:00,496
1131,Mountainside Hospital,Montclair,May,2012-07-01 00:00:00,1575
1132,C3i,Denville,June,2012-07-31 00:00:00,46
1133,"D2L Associates, Inc.",Cedar Grove,June,2012-12-31 00:00:00,31
1134,Genuardi's,cherry hill,June,2012-08-04 00:00:00,78
1135,Strauss Auto,South River,June,2012-06-04 00:00:00,384
1136,"American Airlines, Inc.",Newark,July,2012-09-21 00:00:00,2
1137,"Catalent CTS (Kansas City), LLC",Mount Laurel,July,2012-09-14 00:00:00,97
1138,"Colgan Air, Inc.",Newark,July,2012-09-09 00:00:00,195
1139,Daimler Buses North America,Secaucus,July,2012-08-28 00:00:00,7
1140,MissaBay,Swedesboro,July,2012-09-17 00:00:00,305
1141,MissaBay,Swedesboro,July,2012-09-17 00:00:00,305
1142,Elizabeth Detention Center aka CorrectionsCorporation of America,Elizabeth,August,2012-10-13 00:00:00,148
1143,On Time Staffing,Camden,August,2012-09-17 00:00:00,50
1144,Papetti's Hygrade Egg Products,Elizabeth,August,2012-10-12 00:00:00,57
1145,Staples,Monroe,August,2012-10-26 00:00:00,110
1146,The Children's Place,Monroe,August,2012-12-31 00:00:00,86
1147,American Airlines,Newark,September,2012-11-16 00:00:00,74
1148,"Central Lobby, LLC",Atlantic City,September,2012-10-07 00:00:00,120
1149,"Citigroup Technology, Inc.",Weekhawken,September,2012-10-19 00:00:00,88
1150,Comcast,Union,September,2012-11-09 00:00:00,66
1151,Comcast,Union,September,2012-12-09 00:00:00,84
1152,Hoffman-La Roche (Roche),Nutley,September,2012-10-30 00:00:00,1000
1153,Masco Cabinetry,Lakewood,September,2012-11-21 00:00:00,190
1154,Northrop Grumman,Mount Laurel,September,2012-11-06 00:00:00,61
1155,"Raymours Furniture Company, Inc., d/b/a Raymour & Flanigan",Liverpool,September,2012-11-15 00:00:00,91
1156,Genuardi's,Marlton,October,2012-12-29 00:00:00,94
1157,Genuardi's,Egg Harbor Township,October,2012-12-15 00:00:00,84
1158,Genuardi's,Barnegat,October,2012-12-15 00:00:00,66
1159,Kmart,Linden,October,2013-01-20 00:00:00,85
1160,Kmart Corporation,Lawnside,October,2012-01-13 00:00:00,81
1161,La Plaza,Secaucus,October,2012-12-12 00:00:00,70
1162,Merck,Kenilworth,October,2012-12-05 00:00:00,150
1163,TE Connectivity,Morristown,October,2012-11-19 00:00:00,20
1164,"A.F.L. Quality, Inc.",Voorhees,November,2012-11-27 00:00:00,49
1165,AFL Quality NY LLC,Secaucus,November,2012-11-27 00:00:00,14
1166,Atrium at Hamilton Park,Jersey City,November,2012-12-31 00:00:00,75
1167,Bristol Myers Squibb,Plainsboro,November,2012-12-31 00:00:00,479
1168,Bristol Myers Squibb Company,Plainsboro,November,2013-01-14 00:00:00,137
1169,Hamilton Park Health Care Center,Jersey City,November,2012-12-31 00:00:00,400
1170,"Hamilton Park Renal Dialysis, Inc.",Jersey City,November,2012-12-31 00:00:00,27
1171,Horizon Blue Cross Blue Shield of New Jersey,Harrison,November,2013-02-01 00:00:00,62
1172,Pactiv,Kearny,November,2012-11-16 00:00:00,79
1173,Superfresh,Plainsboro,November,2013-01-11 00:00:00,89
1174,Superfresh,Marlton,November,2013-01-11 00:00:00,48
1175,Superfresh,Westmont,November,2013-01-11 00:00:00,98
1176,Teleflex,Lumberton,November,2013-02-01 00:00:00,153
1177,Virtua Medical Group,Marlton,November,2012-12-31 00:00:00,445
1178,Wellness Center at Hamilton Park,Jersey City,November,2012-12-31 00:00:00,5
1179,Andrew LLC,Warren,December,2013-02-04 00:00:00,41
1180,Genuardi's,Marlton,December,2013-02-15 00:00:00,98
1181,Horizon Blue Cross Blue Shield of New Jersey,Newark,December,2013-03-01 00:00:00,96
1182,Myroslaw Choma MD PhD PA,Hillside,December,2013-01-01 00:00:00,4
1183,"Sandoz, Inc.",Princeton,December,2012-12-14 00:00:00,84
1184,ARAMARK at Meadowlands Racetrack,East Rutherford,January,2011-03-31 00:00:00,216
1185,Atlantis Health Plan,Matawan,January,2011-03-14 00:00:00,16
1186,Grocery Haulers Inc.,Avenel,January,2011-04-08 00:00:00,329
1187,Harvest Time Bread Company,Woodbridge,January,2011-03-29 00:00:00,61
1188,Kmart,North Plainfield,January,2011-03-27 00:00:00,64
1189,Sony Music Holdings Inc.,Pitman,January,2011-03-18 00:00:00,300
1190,A & P Store 698,Flanders,February,2011-04-15 00:00:00,80
1191,"CTSC, LLC",FORT MONMOUTH,February,2011-04-11 00:00:00,245
1192,IESI Corporation,Jersey City,February,2011-01-28 00:00:00,58
1193,"L-3 Services, Inc",Eatontown,February,2011-05-02 00:00:00,150
1194,Pathmark STore 440,Hillsborough,February,2011-04-15 00:00:00,104
1195,Pathmark Store 155,Hackensack,February,2011-04-15 00:00:00,104
1196,Pathmark Store 281,Livingston,February,2011-04-15 00:00:00,77
1197,Pathmark Store 287,Whippany,February,2011-04-15 00:00:00,80
1198,Pathmark Store 425,South Plainfield,February,2011-04-15 00:00:00,109
1199,Pathmark Store 437,Gillette,February,2011-04-15 00:00:00,82
1200,Pathmark Store 539,Deptford,February,2011-04-15 00:00:00,100
1201,Pathmark Store 577,Middletown,February,2011-04-15 00:00:00,93
1202,Super Fresh Store 404,East Windsor,February,2011-04-15 00:00:00,83
1203,Super Fresh Store 420,Hamilton Twp,February,2011-04-15 00:00:00,80
1204,TECOM-Vinnell Services,Ft. Monmouth,February,2011-04-11 00:00:00,130
1205,TydenBrooks Security Products Group,Newton,February,2011-04-30 00:00:00,52
1206,ARAMARK,New Brunswick,March,2011-05-13 00:00:00,46
1207,ARAMARK -Johnson&Johnson Healthcare Systems,Piscataway,March,2011-06-03 00:00:00,11
1208,ARAMARK Aviation Services Limited Partnership,Newark,March,2011-05-17 00:00:00,60
1209,ARAMARK Cordis Warren,Warren,March,2011-06-03 00:00:00,62
1210,ARAMARK Ortho-McNeil Pharmaceutical,Raritan,March,2011-06-03 00:00:00,62
1211,ARAMARK- Ethicon,Somerville,March,2011-06-03 00:00:00,19
1212,Citicorp Data Systems,Englewood Cliffs,March,2011-05-20 00:00:00,276
1213,New Jersey Sports and Exposition Authority,East Rutherford,March,2011-08-31 00:00:00,800
1214,"Norkus Enterprises, Inc. (NEI)",Point Pleasant Beach,March,2011-05-17 00:00:00,701
1215,State Street Bank & Trust,Princeton,March,2011-05-02 00:00:00,270
1216,"Trump Marina Associates, LLC",Atlantic City,March,2011-05-25 00:00:00,1730
1217,New Jersey Sports and Entertainment Authority,Oceanport,April,2011-06-06 00:00:00,900
1218,New Jersey Sports and Entertainment Authority,Fords,April,2011-06-06 00:00:00,60
1219,Salem County Improvement Authority,Salem,April,2011-06-01 00:00:00,92
1220,"Trump Taj Mahal Associates, LLC d/b/a Trump Administration",Atlantic City,April,2011-05-31 00:00:00,28
1221,"United Bank Card, Inc.",Clinton,April,2011-07-01 00:00:00,106
1222,Amcor Specialty Packaging Glass Tubing Americas,Millville,May,2011-07-02 00:00:00,412
1223,Flextronics Americas LLC,Charlotte,May,2011-08-31 00:00:00,413
1224,HearUSA. Inc,Various NJ locations,May,2011-07-16 00:00:00,31
1225,"Home Care Industries, Inc.",Clifton,May,2011-07-15 00:00:00,115
1226,Lakewood of Voorhees,Voorhees,May,2011-08-01 00:00:00,258
1227,"LiDestri Foods, Inc.",Pennsauken,May,2011-07-22 00:00:00,146
1228,"National Vision, Inc.",Pennsauken,May,2011-07-31 00:00:00,213
1229,The Bank of New York Mellon,Lodi,May,2011-07-29 00:00:00,98
1230,The Bank of New York Mellon,Lodi,May,2011-08-12 00:00:00,98
1231,Berry Plastics Corporation,Elizabeth,June,2011-08-01 00:00:00,66
1232,Canberra Dover,Dover,June,2011-08-31 00:00:00,64
1233,"Cartondruck, USA, Inc.",Fairview,June,2011-08-25 00:00:00,77
1234,"Coastal Learning Center, Inc.",Point Pleasant,June,2011-06-30 00:00:00,23
1235,Cordis Corporation,Warren,June,2011-08-19 00:00:00,106
1236,Hometown America,Whiting,June,2011-09-30 00:00:00,9
1237,"NBTY Manufacturing New Jersey, Inc.",South Plainfield,June,2011-09-30 00:00:00,58
1238,Paterson Ecumenical Preschool,Paterson,June,2011-06-30 00:00:00,14
1239,Sony Music Entertainment,Lyndhurst,June,2011-08-28 00:00:00,70
1240,"ArchBrook Laguna, LLC",Carlstadt,July,2011-09-30 00:00:00,172
1241,"Book Covers, Inc.",Newark,July,2011-08-28 00:00:00,73
1242,Englewood Hospital & Medical Center,Englewood,July,2011-10-01 00:00:00,96
1243,"Paramount Medical Group, P.C.",Warren,July,2011-09-30 00:00:00,108
1244,Amcor Rigid Plastics,Cinnaminson,August,2011-10-04 00:00:00,188
1245,"Consolidated Services Group, Inc.",Cherry Hill,August,2011-10-24 00:00:00,106
1246,"Lundbeck Research USA, Inc.",Paramus,August,2011-10-10 00:00:00,45
1247,Sea Gull Lighting Products,Riverside,August,2011-10-28 00:00:00,73
1248,"Cadent, Inc.",Carlstadt,September,2012-09-12 00:00:00,106
1249,"Cadent, Inc.",Carlstadt,September,2012-09-12 00:00:00,106
1250,Command Web Offset Co.,Secaucus,September,2011-11-15 00:00:00,105
1251,Dendreon,Morris Plains,September,2011-11-06 00:00:00,195
1252,New Brunswick Scientific Inc.,Edison,September,2011-11-30 00:00:00,184
1253,New Jersey Sports & Exposition Authority,East Rutherford,September,2011-12-04 00:00:00,450
1254,Saint Clare's Health System,Denville,September,2011-11-18 00:00:00,26
1255,Abbott Point of Care,Princeton,October,2011-09-30 00:00:00,51
1256,GENCO,Swedesboro,October,2011-12-31 00:00:00,90
1257,Lowe's,Old Bridge,October,2011-12-16 00:00:00,110
1258,MIQ Logistrics,Jersey City,October,2011-12-31 00:00:00,65
1259,Merck,Springfield,October,2011-12-20 00:00:00,50
1260,Port Jersey Transportation,Monroe,October,2011-12-30 00:00:00,6
1261,Saint Clare's Health Systems,Denville,October,2011-12-09 00:00:00,12
1262,Sixth Avenue Electronics,Springfield,October,2011-12-10 00:00:00,100
1263,"ARAMARK Sports, LLC",Oceanport,November,2012-01-02 00:00:00,310
1264,"ARAMARK Sports, LLC",East Rutherford,November,2012-01-02 00:00:00,208
1265,Bemis,Flemington,November,2012-01-02 00:00:00,53
1266,"ECSM Utility Contractors, Inc.",Englishtown,November,2011-12-31 00:00:00,88
1267,Exxon Mobil Corporation,Fairfax,November,2012-01-22 00:00:00,180
1268,"Healthcare Services Group, Inc.",Bensalem,November,2012-04-27 00:00:00,14
1269,Millhouse Day Care,Trenton,November,2012-04-27 00:00:00,19
1270,Novartis Pharmaceuticals Corporation,East Hanover,November,2012-02-01 00:00:00,145
1271,Novartis Pharmaceuticals Corporation,East Hanover,November,2012-02-01 00:00:00,38
1272,State Farm Insurance,Parsippany,November,2012-02-29 00:00:00,500
1273,Syms Corporation and Filene's Basement,Cherry Hill,November,2012-01-09 00:00:00,27
1274,Syms Corporation and Filene's Basement,Woodbridge,November,2012-01-09 00:00:00,37
1275,Syms Corporation and Filene's Basement,Secaucus,November,2012-01-09 00:00:00,106
1276,Syms Corporation and Filene's Basement,Paramus,November,2012-01-09 00:00:00,60
1277,Trenton Convalescent Center Operating Co.,Trenton,November,2012-01-31 00:00:00,173
1278,"DGI Services, LLC",Swedesboro,December,2011-12-05 00:00:00,179
1279,"Food Circus Super Markets, Inc.",Bayville,December,2012-02-25 00:00:00,75
1280,"Food Circus Super Markets, Inc.",Hazlet,December,2012-02-25 00:00:00,75
1281,Susquehanna,Vineland,December,2011-12-07 00:00:00,32
1282,ESTEE LAUDER COMPANIES,OAKLAND,January,2010-04-02 00:00:00,77
1283,NORTH COUNTRY BBQ VENTURES BRICK,BRICK,January,2010-02-28 00:00:00,47
1284,NORTH COUNTRY BBQ VENTURES HILLSBOROUGH,HILLSBOROUGH,January,2010-02-28 00:00:00,43
1285,NORTH COUNTRY BBQ VENTURES MAYS LANDING,MAYS LANDING,January,2010-02-28 00:00:00,48
1286,NORTH COUNTRY BBQ VENTURES MOUNTAINSIDE,MOUNTAINSIDE,January,2010-02-28 00:00:00,64
1287,NORTH COUNTRY BBQ VENTURES NEW BRUSNWICK,NEW BRUNSWICK,January,2010-02-28 00:00:00,42
1288,NORTH COUNTRY BBQ VENTURES WOODBRIDGE,METUCHEN,January,2010-02-28 00:00:00,36
1289,"RED & TAN CHARTER, INC.",ELIZABETH,January,2010-03-31 00:00:00,45
1290,"USM, INC",RED BANK,January,2010-03-08 00:00:00,90
1291,WELLS FARGO & COMPANY (WACHOVIA),CARLSTADT,January,2010-03-14 00:00:00,86
1292,"ALLIED SYSTEMS, LTD",RIDGEFIELD,February,2010-04-01 00:00:00,78
1293,"COSMETIC ESSENCE, LLC",TETERBORO,February,2010-04-30 00:00:00,167
1294,DOW JONES,MONMOUTH JCT,February,2010-04-30 00:00:00,47
1295,HOFFMAN-LA ROCHE INC.,STATEWIDE,February,2010-06-30 00:00:00,500
1296,SEARS HOLDINGS,PLAINFIELD,February,2010-05-09 00:00:00,10
1297,SEARS HOLDINGS,MARLTON,February,2010-05-09 00:00:00,82
1298,"SONY MUSIC HOLDINGS, INC",PITMAN,February,2010-04-30 00:00:00,162
1299,BOWHEAD MANUFACTURING CO.,NEW EGYPT,March,2010-03-31 00:00:00,17
1300,"CMX, INC.",MANALAPAN,March,2010-05-11 00:00:00,196
1301,"DPT LAKEWOOD, INC",LAKEWOOD,March,2010-05-14 00:00:00,74
1302,"GUEST PACKAGING, LLC",RAHWAY,March,2010-05-15 00:00:00,80
1303,KIMBLE CHASE LLC,VINELAND,March,2010-06-30 00:00:00,85
1304,"OFFICE DEPOT, INC",WESTAMPTON,March,2010-05-24 00:00:00,146
1305,ST. JUDE MEDICAL,WEST BERLIN,March,2010-06-30 00:00:00,31
1306,TYDEN BROOKS SECURITY PRODUCTS GROUP,LIVINGSTON,March,2010-05-12 00:00:00,74
1307,AVIS BUDGET CAR RENTAL,PARSIPPANY,April,2010-06-30 00:00:00,65
1308,GLOBAL PHARMACEUTICAL SUPPLY GROUP,RARITAN,April,2010-06-25 00:00:00,54
1309,GUEST PACKAGING LLC,RAHWAY,April,2010-07-02 00:00:00,40
1310,MARK MACHINE COMPANY,FAIRFIELD,April,2010-09-30 00:00:00,102
1311,ORTHOFIX SPINAL IMPLANTS,WAYNE,April,2010-03-31 00:00:00,20
1312,ARAMARK MANAGEMENT SERVICES AT DREW UNIVERSITY,MADISON,May,2010-07-10 00:00:00,94
1313,FIRST INTERSTATE FINANCIAL CORP,SHREWSBURY,May,2010-04-30 00:00:00,170
1314,"IAP WORLD SERVICES, INC",FORT DIX,May,2010-06-30 00:00:00,149
1315,"INTERLINE BRANDS, INC",MT. LAUREL,May,2010-05-21 00:00:00,58
1316,PALOMBO'S MED-RITE PHARMACY,NORTHFIELD,May,2010-07-16 00:00:00,73
1317,"PHILADELPHIA MEDIA HOLDINGS, LLC",CHERRY HILL,May,2010-07-07 00:00:00,96
1318,TYDEN BROOKS SECURITY PRODUCTS GROUP,PHILLIPSBURG,May,2010-07-01 00:00:00,67
1319,BANK OF NEW YORK MELLON CORPORATION,LODI,June,2010-08-27 00:00:00,39
1320,BROOKS BROTHERS CUSTOMER SERVICE,EDISON,June,2010-08-14 00:00:00,85
1321,COASTAL LEARNING CENTER,POINT PLEASANT,June,2010-06-30 00:00:00,25
1322,HARTZ MOUNTAIN CORPORATION,BLOOMFIELD,June,2010-08-09 00:00:00,226
1323,"HOST INTERNATIONAL, INC",NEWARK,June,2010-09-10 00:00:00,135
1324,MARRIOTT TEANECK @ GLENPOINTE,TEANECK,June,2010-08-13 00:00:00,207
1325,NEBRASKA MEAT CORPORATION,NEWARK,June,2010-06-02 00:00:00,230
1326,"NEW BREED LEASING OF NJ, INC",KEARNY,June,2010-08-14 00:00:00,73
1327,"RAFAELLA APPAREL GROUP, INC",BAYONNE,June,2010-08-16 00:00:00,66
1328,SBLI USA MUTUAL LIFE INSURANCE CO. INC,NEWARK,June,2010-06-30 00:00:00,69
1329,"THOMSON, INC",PRINCETON,June,2010-08-27 00:00:00,62
1330,WARREN HOSPITAL,PHILLIPSBURG,June,2010-06-23 00:00:00,20
1331,WELCH ALLYN,BRANCHBURG,June,2010-08-01 00:00:00,148
1332,ABC Supply Company,Avenel,July,2010-09-01 00:00:00,86
1333,Bank of America,Piscataway,July,2010-09-17 00:00:00,89
1334,Chartwells/Compass,Newark,July,2010-09-01 00:00:00,246
1335,"Cosmetic Essence, LLC",Teterboro,July,2010-08-31 00:00:00,147
1336,"Merck & Co, Inc",Lafayette,July,2010-09-27 00:00:00,90
1337,Philips Electronics North America,Union,July,2010-09-10 00:00:00,82
1338,President Container Group,Moonachie,July,2010-10-01 00:00:00,234
1339,Science Applications International Corp,Piscataway,July,2010-09-18 00:00:00,49
1340,"Toshiba America Consumer Products, LLC",Wayne,July,2010-09-30 00:00:00,60
1341,AT&T Corp,Wall Township,August,2010-11-02 00:00:00,50
1342,ImClone Systems Corp,Branchburg,August,2010-11-30 00:00:00,141
1343,K Mart # 7204,Brooklawn,August,2010-10-31 00:00:00,63
1344,Pathmark 116,South Plainfield,August,2010-10-13 00:00:00,91
1345,Pathmark 125,Belleville,August,2010-10-13 00:00:00,97
1346,Pathmark 177,Fort Lee,August,2010-10-13 00:00:00,81
1347,Pathmark 180,North Bergen,August,2010-10-13 00:00:00,125
1348,Pathmark 196,Woodland Park,August,2010-10-13 00:00:00,121
1349,Pathmark 452,Union,August,2010-10-13 00:00:00,118
1350,Pathmark 536,North Brunswick,August,2010-10-13 00:00:00,108
1351,Pathmark 571,Englishtown,August,2010-10-13 00:00:00,108
1352,Pathmark 595,Millville,August,2010-10-13 00:00:00,80
1353,Pathmark 886,East Brunswick,August,2010-10-13 00:00:00,81
1354,Princeton Healthcare System,Princeton,August,2010-10-01 00:00:00,148
1355,Bank of New York Mellon,Lodi,September,2010-11-26 00:00:00,98
1356,"Interstate Logistics, Inc",North Bergen,September,2010-11-15 00:00:00,63
1357,Meadowlands Hospital Medical Center,Secaucus,September,2010-11-19 00:00:00,651
1358,"Sodexo, Inc",Kenilworth,September,2010-11-12 00:00:00,99
1359,"Sodexo, Inc.",Summit,September,2010-11-05 00:00:00,38
1360,"Sodexo, Inc.",Springfield,September,2010-11-12 00:00:00,4
1361,"Sodexo, Inc.",Union,September,2010-11-12 00:00:00,18
1362,Viking Yacht Company,New Gretna,September,2010-08-31 00:00:00,219
1363,Canon Business Solutions,Lyndhurst,October,2011-01-14 00:00:00,80
1364,Clara Maass Contimuing Care at Kearny,Kearny,October,2010-11-30 00:00:00,204
1365,Clara Maass Continuing Center at West Hudson,Kearny,October,2010-11-30 00:00:00,143
1366,Kensington Manor Nursing & Rehabilitation Center,Toms River,October,2010-11-30 00:00:00,227
1367,"Resorts International Hotel, Inc",Atlantic City,October,2010-12-01 00:00:00,2022
1368,Saint Barnabas Assisted Living of Lakewood,Lakewood,October,2010-11-30 00:00:00,29
1369,Saint Barnabas Rehabilitation Affiliates,Union,October,2010-11-30 00:00:00,64
1370,Saint Barnabas Rehabilitation Center,Union,October,2010-11-30 00:00:00,23
1371,"Tommy Hilfiger USA, Inc",Cranbury,October,2010-12-31 00:00:00,87
1372,"Universal Lighting Technologies, Inc.",Lincoln Park,October,2010-12-31 00:00:00,6
1373,Vineland Kosher Poultry,Vineland,October,2010-12-11 00:00:00,50
1374,"Dolce International Seaview, Inc.",Galloway,November,2011-01-17 00:00:00,195
1375,EMD Chemicals,Gibbstown,November,2010-12-31 00:00:00,18
1376,"HH & P Manufacturing, LLC",Lawrenceville,November,2011-01-10 00:00:00,99
1377,Merck & Co. Inc.,Union,November,2011-01-19 00:00:00,54
1378,Novartis  - Primary Care Business Unit,East Hanover,November,2011-02-07 00:00:00,31
1379,Novartis  - Psychiatry/Neuroscience Business Unit,East Hanover,November,2011-02-07 00:00:00,11
1380,"Sodexo, Inc.",Williamstown,November,2010-11-30 00:00:00,68
1381,Baltek Inc.,Northvale,December,02/28/2011,146
1382,Electronic Mobility Corporation,Sewell,December,12/28/2010,55
1383,"Newace, LLC T/A Newton Diner",Bellmawr,December,09/10/2010,21
1384,SYMS Corporation,Secaucus,December,01/30/2011,108
1385,Woodbridge Logistics LLC,Avenel,December,02/06/2011,1114
1386,Alcan Baltek,Northvale,January,2009-04-23 00:00:00,70
1387,"Apex Express, Inc",Jersey City,January,2009-03-05 00:00:00,110
1388,BMW of North America,Mt Olive,January,2009-03-31 00:00:00,10
1389,Book-Mart Press,N. Bergen,January,2009-03-13 00:00:00,72
1390,"Circuit City Stores, Inc.",Ledgewood,January,2009-03-21 00:00:00,84
1391,DSNJ,Lakewood,January,2009-03-07 00:00:00,161
1392,ITT Systems Division,Ft. Dix,January,2009-03-28 00:00:00,83
1393,King Pharmaceuticals,Bridgewater,January,2009-03-29 00:00:00,71
