,company_name,location,notice_date,layoff_date,employees_affected,Formal Name,City,State,Zip
1657,"VENTURE STORES, INC.",4433 SOUTH PULASKI ROAD ,4/27/1998,,174,"VENTURE STORES, INC.",CHICAGO,IL,60632-4010
1658,Kowa Printing Corporation,266 Eastgate Dr ,4/23/1998,,150,KOWA PRINTING CORP,Danville,IL,61834-9306
1659,ENCO MANUFACTURING COMPANY,5000 W BLOOMINGDALE ,5/1/1998,,92,ENCO MANUFACTURING COMPANY,CHICAGO,IL,60639
1660,Waste Management,3003 BUTTERFIELD RD. ,4/22/1998,,109,WASTE MANAGMENT,OAK BROOK,IL,60523-1100
1661,FOUR SEASONS,1950 N MANNHEIM ROAD ,4/24/1998,,60,FOUR SEASONS,MELROSE PARK,IL,60160-1013
1662,"S & H CITADEL, INC.",5999 BUTTERFIELD ROAD ,5/8/1998,,183,"S & H CITADEL, INC.",HILLSIDE,IL,60162
1663,FIRST ALERT HEADQUARTERS,3901 LIBERTY STREET ROAD ,5/14/1998,,150,SUNBEAM CORP,AURORA,IL,60504
1664,PALEX,1300 BROADWAY AVE EAST ,5/13/1998,,85,PALEX,MATTOON,IL,61938
1665,BRUNSWICK BICYCLES,1304 WEST JAYCEE AVENUE ,5/14/1998,1997-06-09 00:00:00,280,,EFFINGHAM,IL,62401-4226
1666,"J.C. PENNEY COMPANY, INC.",8702 NORTH 2ND STREET ,5/13/1998,,101,"J.C.PENNEY COMPANY, INC.",MACHESNEY PARK,IL,61115
1667,"GATEWAY FREIGHTLINE INC, PEORIA DISTRIBUTION CENTER",200 CARVER LANE ,5/27/1998,,161,,EAST PEORIA,IL,61611
1668,KN ENERGY INC.,701 EAST 22ND STREET ,5/5/1998,,95,KN ENERGY INC.,LOMBARD,IL,60148-5009
1669,KENDALL COMPANY,1925 HOLMES ROAD ,5/28/1998,,53,KENDALL COMPANY,ELGIN,IL,60123
1670,MONTGOMERY WARD & CO,"1265 E MAIN, UNIVERSITY MALL ",5/29/1998,,75,MONTGOMERY WARD & CO,CARBONDALE,IL,62901
1671,KMART CORP STORE #4262,1000 E SIBLEY BLVD ,6/5/1998,,113,KMART CORP STORE #4262,DOLTON,IL,60419
1672,BLUECROSS AND BLUE SHIELD,3109 W DEYOUNG ,5/29/1998,,129,BLUECROSS AND BLUE SHIELD,MARION,IL,62959-5543
1673,Worldcom,1 Tower Ln ,6/15/1998,,142,WORLDCOM,Villa Park,IL,60181-4671
1674,Handleman Company,771 S 8TH St ,6/5/1998,,63,"HANDLEMAN COMPANY, CHICAGO SALES OFFICE",Dundee,IL,60118-2108
1675,"Rock Creek Center, Inc",40 Timberline Dr ,9/26/2002,,240,ROCK CREEK CENTER,Lemont,IL,60439-3848
1676,"Rock Creek Center, Inc",40 Timberline Dr ,6/17/1998,,195,ROCK CREEK CENTER,Lemont,IL,60439-3848
1677,BUILDERS SQUARE STORE #1432,350 ARMY TRAIL ROAD ,6/19/1998,,78,HOME QUARTERS,BLOOMINGDALE,IL,60108
1678,BESTFOODS BAKING COMPANY-ENTENMANN'S INC.,300 WEST NORTH AVENUE ,6/26/1998,,108,BEST FOODS BAKING GROUP,NORTHLAKE,IL,60164
1679,BUILDERS TRANSPORT INC.,I 55 & I 70 EXIT 4 ,7/17/1998,,134,BUILDERS TRANSPORT INC.,EAST ST LOUIS,IL,00000
1680,DIAMOND EXTERIORS INC,222 CHURCH STREET ,2/25/2000,,78,DIAMOND EXTERIORS INC,WOODSTOCK,IL,60098
1681,AMEREN/CIPS,607 EAST ADAMS ,7/13/1998,,130,AMEREN/CIPS,SPRINGFIELD,IL,62701
1682,CASHFLEX CHICAGO,9700 HIGGINS ROAD ,7/28/1998,,59,FIRST UNION NATIONAL BANK,CHICAGO,IL,60018
1683,TELECOMMUNICATIONS DEVICES INC.,4820 VENTURE ,7/30/1998,,250,TELECOMMUNICATIONS DEVICES INC.,LISLE,IL,60532
1684,CHARLES MELVIN PRICE SUPPORT CENTER,ROUTE 3 BLDG 102 ,7/29/1998,,202,AKIMA,GRANITE CITY,IL,62040-1801
1685,CHARLES MELVIN PRICE SUPPORT CENTER,ROUTE 3 BLDG 102 ,7/26/2000,,89,AKIMA,GRANITE CITY,IL,62040-1801
1686,CHARLES MELVIN PRICE SUPPORT CENTER,ROUTE 3 BLDG 102 ,7/17/2001,,52,AKIMA,GRANITE CITY,IL,62040-1801
1687,"ESSEX GROUP, INC.",2285 E 350 NORTH ROAD ,8/6/1998,,77,"ESSEX GROUP, INC.",PANA,IL,62557
1688,Viskase Holding Corporation,6733 W 65TH St ,8/21/1998,,215,VISKASE CORPORATION,Bedford Park,IL,60638-4801
1689,"INDUSTRIAL COATINGS GROUP, INC.",2141 S JEFFERSON STREET ,8/17/1998,,210,"INDUSTRIAL COATINGS GROUP, INC.",CHICAGO,IL,60616
1690,MARWI,3571 N UNION DRIVE ,7/15/1998,,75,MARWI,OLNEY,IL,62450
1691,CENDANT MOBILITY SERVICES,2221 CAMDEN COURT ,8/27/1998,,62,CENDANT MOBILITY SERVICES,OAK BROOK,IL,60523
1692,CENDANT MOBILITY SERVICES,2221 CAMDEN COURT ,10/24/2001,,189,CENDANT MOBILITY SERVICES,OAK BROOK,IL,60523
1693,First of America Bank-Champion NA (inc),115 E Washington St ,9/3/1998,,248,FIRST OF AMERICA BANK,Bloomington,IL,61701-4087
1694,Baxter Healthcare Corporation,Rt 120 & Wilson Road ,9/23/1998,,61,BAXTER HEALTHCARE CORP.,Round Lake,IL,60073
1695,Baxter Healthcare Corporation,Rt 120 & Wilson Road ,7/5/2018,2017-06-27 00:00:00,44,BAXTER HEALTHCARE CORP.,Round Lake,IL,60073
1696,Motorola Mobility Holdings LLC,875 WOODLANDS PARKWAY ,9/22/1998,,145,MOTOROLA,Chicago,IL,60654-4262
1697,"FAVORITE BRANDS INTERNATIONAL, INC",1941 HAWTHORE ,9/16/1998,,337,"FAVORITE BRANDS INTERNATIONAL, INC",MELROSE PARK,IL,60160
1698,"HANSVEDT INDUSTRIES, INC.",803 KETTERING PARK BOX 6099 ,10/1/1998,,51,"HARDINGE, INC",URBANA,IL,61801
1699,MOTOROLA'S MULTIMEDIA GROUP,800 NORTH CHURCH STREET ,10/5/1998,,79,MOTOROLA'S MULTIMEDIA GROUP,LAKE ZURICH,IL,60047
1700,FIRST EVERGREEN CORP,9400 S CICERO AVE ,10/7/1998,,196,OLD KENT,OAK LAWN,IL,60453
1701,NORTHWESTERN STEEL AND WIRE COMPANY,121 WALLACE ST BOX 618 ,10/7/1998,,355,NORTHWESTERN STEEL AND WIRE COMPANY,STERLING,IL,61081
1702,NORTHWESTERN STEEL AND WIRE COMPANY,121 WALLACE ST BOX 618 ,5/18/2001,,1400,NORTHWESTERN STEEL AND WIRE COMPANY,STERLING,IL,61081
1703,MCDONALDS CORP,3030 WARRENVILLE RD SUITE 600 ,10/14/1998,,95,MCDONALDS CORP,LISLE,IL,60532-3650
1704,"Spiegel International, Inc",3500 Lacey Rd ,10/8/1998,,85,"SPIEGEL, INC",Downers Grove,IL,60515-5422
1705,SHERWIN-WILLIAMS COMPANY,2850 FESTIVAL DRIVE ,10/28/1998,,136,SHERWIN-WILLIAMS COMPANY,KANKAKEE,IL,60901
1706,"SOFT SHEEN PRODUCTS, INC.",1000 EAST 87TH STREET ,11/2/1998,,173,"SOFT SHEEN PRODUCTS, INC.",CHICAGO,IL,60619
1707,"Health Systems Consultants, LTD",500 N DEARBORN ST SUITE 600 ,11/2/1998,,195,"HEALTH SYSTEMS CONSULTANTS, LTD",CHICAGO,IL,60610
1708,Metropolitan Community College,601 James R Thompson Blvd ,11/5/1998,,112,METROPOLITAN COMMUNITY COLLEGE,East Saint Louis,IL,62201-1100
1709,Universal Furniture Ltd,11601 S Central Ave ,11/6/1998,,115,UNIVERSAL FURNITURE,Alsip,IL,60803-3420
1710,Rieter Automotive North America Inc,2638 E 126TH St ,11/9/1998,,105,RIETER AUTOMOTIVE NORTH AMERICA,Chicago,IL,60633-1290
1711,John Deere Harvester Works,1100 13th Avenue ,11/17/1998,,160,John Deere Harvester Works,East Moline,IL,61244
1712,John Deere Harvester Works,1100 13th Avenue ,2/18/2014,2015-08-31 00:00:00,591,John Deere Harvester Works,East Moline,IL,61244
1713,"TICKETMASTER, LLC",555 WEST ADAMS STREET ,6/27/2000,,346,"TICKETMASTER, LLC",CHICAGO,IL,60661
1714,SUMMIT WINDOW & PATIO DOOR,909 Pacesetter Dr ,11/10/1998,,60,,Rantoul,IL,61866-3444
1715,MONTGOMERY WARD INFORMATION SERVICES OPERATIONS,844 N LARRABEE STREET ,11/13/1998,,109,MONTGOMERY WARD INFORMATION SERVICES OPE,CHICAGO,IL,60671
1716,ILLINOIS GLOVE COMPANY,2700 S RANEY ,11/19/1998,,72,ILLINOIS GLOVE COMPANY,EFFINGHAM,IL,62401
1717,COOPER INDUSTRIES HAND TOOLS DIV,821 PARK AVENUE ,11/23/1998,,60,COOPER INDUSTRIES HAND TOOLS DIV,SYCAMORE,IL,60178
1718,"KNIGHT PLASTICS, INC.",1600 EAST DAVIS STREET ,12/1/1998,,58,"KNIGHT PLASTICS, INC.",ARLINGTON HGTS,IL,60005-2809
1719,Smurfit-Stone Container Corporation,10 Cut St ,12/1/1998,,242,SMURFIT-STONE CONTAINER CORPORATION,Alton,IL,62002-1799
1720,ANR ADVANCE TRANSPORTATION CO,6767 W 75TH STREET ,12/14/1998,,287,ANR ADVANCE TRANSPORTATION CO,BEDFORD PARK,IL,60638
1721,"LITTELFUSE, INC",200 N LITTELFUSE LANE ,12/15/1998,,109,"LITTELFUSE, INC",WATSEKA,IL,60970
1722,Viratec Tru Vue Inc,1315 N North Branch St ,12/15/1998,,140,"TRU VUE, INC",Chicago,IL,60642-2590
1723,Dacor Corporation,161 Northfield Rd ,1/4/1999,,63,DACOR CORPORATION,Winnetka,IL,60093-3309
1724,CONTINENTAL GRAIN COMPANY,430 S FRONT STREET ,1/4/1999,,57,CONTINENTAL GRAIN COMPANY,EAST ST LOUIS,IL,62201
1725,KELLY SPRINGFIELD TIRE COMPANY,3769 ROUTE 20 EAST ,1/11/1999,1998-02-16 00:00:00,585,KELLY SPRINGFIELD TIRE COMPANY,FREEPORT,IL,61032
1726,CONTINENTAL GRAIN COMPANY,222 S RIVERSIDE PLAZA ,1/4/1999,,138,CONTINENTAL GRAIN COMPANY,CHICAGO,IL,60606
1727,Liberty Mutual,520 North Cheney ,12/2/1998,,104,LIBERTY MUTUAL,TAYLORVILLE,IL,62568
1728,"MOTION INDUSTRIES, INC., BERRY DIVISION",4242 SOUTH FIRST AVENUE ,1/13/1999,,88,"MOTION INDUSTRIES, INC., BERRY DIVISION",LYONS,IL,60534
1729,MONTGOMERY WARD LLC,2939 WEST ADDISON STREET ,1/12/2001,,233,MONTGOMERY WARD & COMPANY,CHICAGO,IL,60618
1730,STANDARD REGISTER COMPANY,255 WEST FLEMING STREET ,1/19/1999,,110,STANDARD REGISTER COMPANY,WATSEKA,IL,60970
1731,STANDARD REGISTER COMPANY,255 WEST FLEMING STREET ,5/18/2001,,269,STANDARD REGISTER COMPANY,WATSEKA,IL,60970
1732,Favorite Brands International Inc (del),4820 Searle Pkwy ,1/8/1999,,124,FAVORITE BRANDS INTERNATIONAL INC,Skokie,IL,60077-2918
1733,Bodine Electric Company,2500 W. Bradley Place ,1/13/1999,,102,Bodine Electric Company,Chicago,IL,60618-4704
1734,Bodine Electric Company,2500 W. Bradley Place ,2/18/2008,,120,Bodine Electric Company,Chicago,IL,60618-4704
1735,MONTGOMERY WARD & COMPANY,500 LINCOLN MALL ,1/15/1999,,135,MONTGOMERY WARD & COMPANY,MATTESON,IL,60443
1736,MITSUBISHI MOTOR MANUFACTURING,100 N MITSUBISHI MOTORWAY ,12/4/2003,,300,Mitsubishi Motor Manufacturing,NORMAL,IL,61761
