,company_name,location,notice_date,layoff_date,employees_affected,Type (Closing/Layoff)
11533,Boeing Company,,10/30/2015,01/01/2016,35,Layoff Unknown at this time
11534,Boeing Company,,10/30/2015,01/01/2016,13,Layoff Unknown at this time
11535,"JC Entertainment Lighting Services, Inc.",,11/04/2015,01/07/2016,169,Layoff Permanent
11536,Microsemi,,11/06/2015,01/06/2016,57,Layoff Permanent
11537,Boeing Company,,10/30/2015,12/31/2015,1,Layoff Unknown at this time
11538,Penske Logistics,,11/04/2015,11/24/2015,6,Closure Permanent
11539,Penske Logistics,,11/04/2015,11/24/2015,54,Layoff Permanent
11540,"Golden State Drilling, Inc.",,11/05/2015,12/10/2015,104,Layoff Permanent
11541,"GMRI, Inc. d/b/a Yard House",,11/07/2015,11/01/2015,110,Closure Permanent
11542,Hyundai Capital America,,11/09/2015,01/08/2016,41,Layoff Permanent
11543,SWAY Management LLC,,11/10/2015,01/11/2016,102,Layoff Permanent
11544,"Forever 21 Retail, Inc.",,11/12/2015,01/06/2016,72,Closure Permanent
11545,AT&T,,11/09/2015,01/05/2016,99,Layoff Permanent
11546,Exel Inc.,,11/11/2015,01/18/2015,92,Closure Permanent
11547,Macy's Century City Store,,11/16/2015,01/16/2016,117,Closure Permanent
11548,Wells Fargo,,11/18/2015,01/17/2016,122,Closure Unknown at this time
11549,Plexus Corp.,,11/19/2015,09/30/2016,204,Closure Permanent
11550,AT&T,,11/13/2015,01/18/2016,92,Layoff Permanent
11551,Kim Lighting,,11/12/2015,01/15/2016,160,Closure Unknown at this time
11552,"Rdio, Inc.",,11/18/2015,12/31/2015,123,Closure Permanent
11553,"Construction Specialty Service, Inc. dba",,11/20/2015,01/20/2016,61,Layoff Unknown at this time
11554,"Complete Genomics, Inc.",,11/20/2015,01/22/2016,158,Layoff Unknown at this time
11555,"Complete Genomics, Inc.",,11/20/2015,01/22/2016,6,Layoff Unknown at this time
11556,"Complete Genomics, Inc.",,11/20/2015,01/22/2016,15,Layoff Unknown at this time
11557,Safeway Inc.,,11/23/2015,01/22/2016,7,Layoff Unknown at this time
11558,Boeing Company,,11/20/2015,01/22/2016,28,Layoff Unknown at this time
11559,Boeing Company,,11/20/2015,01/22/2016,28,Layoff Unknown at this time
11560,Boeing Company,,11/20/2015,01/22/2016,10,Layoff Unknown at this time
11561,Runaway Two Five Corporation,,11/24/2015,01/31/2016,73,Closure Temporary
11562,"Ceradyne, Inc.",,11/30/2015,02/01/2016,65,Closure Permanent
11563,Bay Valley Foods,,11/30/2015,02/29/2016,62,Closure Permanent
11564,YP Advertising & Publishing LLC,,11/30/2015,02/29/2016,68,Layoff Permanent
11565,"Brinderson, L.P.",,11/25/2015,12/07/2015,84,Closure Permanent
11566,"Brinderson, L.P.",,11/25/2015,12/07/2015,56,Closure Permanent
11567,"Brinderson, L.P.",,11/25/2015,12/07/2015,101,Closure Permanent
11568,"Brinderson, L.P.",,11/25/2015,12/07/2015,88,Closure Permanent
11569,Symantec Corporation,,11/30/2015,12/04/2015,44,Layoff Permanent
11570,United Technologies Corporation,,12/02/2015,01/31/2016,31,Closure Permanent
11571,CommScope,,12/02/2015,02/01/2016,90,Closure Permanent
11572,"P.F. Chang's China Bistro, Inc.",,11/25/2015,01/24/2016,86,Closure Permanent
11573,"Schneider National Carriers, Inc.",,12/03/2015,02/05/2016,65,Closure Permanent
11574,"Schneider National Carriers, Inc.",,12/03/2015,02/05/2016,10,Layoff Unknown at this time
11575,Volcano Corporation,,12/04/2015,02/02/2016,60,Layoff Permanent
11576,"Santa Fe Distributing, LLC",,11/30/2015,11/30/2015,21,Closure Permanent
11577,"Santa Fe Distributing, LLC",,11/30/2015,11/30/2015,21,Closure Permanent
11578,"Santa Fe Distributing, LLC",,11/30/2015,11/30/2015,21,Closure Permanent
11579,Cedars-Sinai Medical Center,,12/01/2015,02/01/2016,57,Layoff Permanent
11580,ITT Corporation,,12/02/2015,02/01/2016,18,Closure Permanent
11581,"C&J Well Services, Inc.",,12/02/2015,02/02/2016,161,Layoff Permanent
11582,"KVS Transportation, Inc.",,12/03/2015,02/03/2016,111,Layoff Permanent
11583,"The Wet Seal, LLC",,12/04/2015,02/05/2016,20,Layoff Permanent
11584,"Marvell Semiconductor, Inc.",,12/07/2015,02/08/2016,13,Layoff Permanent
11585,Sony Mobile Communications (USA) Inc.,,12/07/2015,02/13/2016,80,Layoff Permanent
11586,El Dorado Hotel and Kitchen,,12/04/2015,02/09/2016,113,Closure Temporary
11587,"SunEdison, Inc.",,12/08/2015,02/08/2016,6,Layoff Permanent
11588,"SunEdison, Inc.",,12/08/2015,02/08/2016,14,Layoff Permanent
11589,abercrombie kids,,11/12/2015,01/09/2016,41,Closure Permanent
11590,"Citrix Systems, Inc.",,11/17/2015,01/18/2016,54,Layoff Permanent
11591,"Anemostat, Inc.",,12/07/2015,12/07/2015,89,Layoff Permanent
11592,Alta Resources,,12/10/2015,02/05/2016,121,Layoff Permanent
11593,"Bridgepoint Education, Inc.",,12/10/2015,02/08/2016,6,Layoff Permanent
11594,PPG Industries,,12/11/2015,01/11/2016,45,Closure Temporary
11595,"Suchman, LLC",,12/11/2015,04/01/2016,16,Closure Permanent
11596,"Suchman, LLC",,12/11/2015,04/01/2016,20,Closure Permanent
11597,"Suchman, LLC",,12/11/2015,04/01/2016,22,Layoff Permanent
11598,"Suchman, LLC",,12/11/2015,04/01/2016,25,Closure Permanent
11599,"Suchman, LLC",,12/11/2015,04/01/2016,18,Closure Permanent
11600,"Suchman, LLC",,12/11/2015,04/01/2016,21,Closure Permanent
11601,"Suchman, LLC",,12/11/2015,04/01/2016,32,Closure Permanent
11602,"Suchman, LLC",,12/11/2015,04/01/2016,29,Closure Permanent
11603,"Suchman, LLC",,12/11/2015,04/01/2016,21,Closure Permanent
11604,Morrison Healthcare,,12/03/2015,02/19/2016,87,Closure Permanent
11605,"RSM Automotive, LLC, dba Santa",,12/08/2015,02/06/2016,77,Layoff Permanent
11606,MCC BB Property,,12/10/2015,02/08/2016,44,Layoff Permanent
11607,"Safeway, Inc.",,12/14/2015,02/12/2016,33,Layoff Unknown at this time
11608,"Halliburton Energy Services, Inc.",,12/08/2015,12/15/2015,16,Layoff Permanent
11609,"Hudsloan Enterprises, Inc.",,12/09/2015,02/12/2016,265,Closure Permanent
11610,"Oakley, Inc.",,12/11/2015,02/10/2016,76,Layoff Unknown at this time
11611,"Le Cordon Bleu North America, LLC",,12/15/2015,02/14/2016,126,Closure Permanent
11612,Parker Hannifin Corporation,,12/11/2015,02/15/2016,69,Closure Unknown at this time
11613,BAE SYSTEMS,,12/16/2015,12/14/2015,2,Layoff Temporary
11614,BAE SYSTEMS,,12/16/2015,12/14/2015,61,Layoff Temporary
11615,"Gerawan Farming, Inc.",,12/18/2015,02/25/2016,2551,Closure Permanent
11616,"Safeway, Inc.",,12/14/2015,02/12/2016,33,Layoff Unknown at this time
11617,Hyatt Regency Century Plaza,,12/17/2015,03/01/2016,796,Closure Permanent
11618,Boeing Company,,12/18/2015,02/19/2016,35,Layoff Unknown at this time
11619,Boeing Company,,12/18/2015,02/19/2016,35,Layoff Unknown at this time
11620,Boeing Company,,12/18/2015,02/19/2016,9,Layoff Unknown at this time
11621,TGI Friday's,,12/24/2015,02/29/2016,45,Closure Permanent
11622,Brake Parts Inc.,,12/22/2015,02/21/2016,43,Layoff Permanent
11623,AT&T,,12/22/2015,02/22/2016,102,Layoff Permanent
11624,"Balda C. Brewer, Inc.",,12/22/2015,02/26/2016,193,Closure Permanent
11625,"DNC Parks & Resorts at Yosemite, Inc.",,12/22/2015,02/29/2016,1718,Closure Permanent
11626,"DuPont Displays, Inc.",,12/30/2015,02/29/2016,41,Closure Permanent
11627,Parker Hannifin Corporation,,12/30/2015,03/04/2016,197,Closure Unknown at this time
11628,Walnut Creek Pyramid Alehouse,,01/04/2016,01/12/2016,49,Closure Unknown at this time
11629,"A-List, Inc. & H-List Inc. dba Kitson",,12/24/2015,01/04/2016,18,Closure Permanent
11630,"A-List, Inc. & H-List Inc. dba Kitson",,12/24/2015,01/04/2016,13,Closure Permanent
11631,"A-List, Inc. & H-List Inc. dba Kitson",,12/24/2015,01/04/2016,54,Closure Permanent
11632,"A-List, Inc. & H-List Inc. dba Kitson",,12/24/2015,01/04/2016,15,Closure Permanent
11633,"A-List, Inc. & H-List Inc. dba Kitson",,12/24/2015,01/04/2016,21,Closure Permanent
11634,"A-List, Inc. & H-List Inc. dba Kitson",,12/24/2015,01/04/2016,9,Closure Permanent
11635,"A-List, Inc. & H-List Inc. dba Kitson",,12/24/2015,01/04/2016,58,Closure Permanent
11636,Adecco Group NA,,01/04/2016,03/09/2016,108,Closure Permanent
11637,Macy's Country Club Plaza Store,,01/06/2016,03/14/2016,111,Closure Permanent
11638,Macy's Irvine Spectrum Store,,01/06/2016,03/14/2016,112,Closure Permanent
11639,Thomson Licensing LLC,,01/04/2016,03/05/2016,7,Closure Unknown at this time
11640,AT&T,,01/05/2016,03/07/2016,2,Layoff Permanent
11641,Safeway Inc.,,01/11/2016,03/11/2016,7,Layoff Unknown at this time
11642,"Molina Hospital Management, Inc.",,01/12/2016,02/29/2016,385,Layoff Permanent
11643,"Zodiac Pool Systems, Inc.",,01/08/2016,03/31/2016,52,Closure Permanent
11644,"GoPro, Inc.",,01/13/2016,01/15/2016,77,Layoff Permanent
11645,Qualcomm Incorporated,,01/14/2016,03/15/2016,32,Layoff Unknown at this time
11646,"ConAgra Foods, Inc.",,01/14/2016,03/18/2016,102,Closure Permanent
11647,"El Dorado Berry Farms, LLC",,12/31/2015,04/29/2015,654,Layoff Permanent
11648,"Superior Farming, LLC",,12/31/2015,06/24/2015,225,Layoff Permanent
11649,"HD Supply Management, Inc.",,01/15/2016,03/01/2016,97,Layoff Permanent
11650,Walmart,,01/15/2016,04/15/2016,79,Closure Permanent
11651,Walmart,,01/15/2016,04/15/2016,85,Closure Permanent
11652,Walmart,,01/15/2016,04/15/2016,77,Closure Permanent
11653,Walmart,,01/15/2016,04/15/2016,295,Closure Permanent
11654,Walmart,,01/15/2016,04/15/2016,96,Closure Permanent
11655,Walmart,,01/15/2016,04/15/2016,324,Closure Permanent
11656,Walmart,,01/15/2016,04/15/2016,397,Closure Permanent
11657,Walmart,,01/15/2016,04/15/2016,89,Closure Permanent
11658,Walmart,,01/15/2016,04/15/2016,210,Closure Permanent
11659,"MAC Berry Farms, LLC",,12/31/2015,07/10/2015,90,Layoff Permanent
11660,"Sears, Roebuck and Co.",,01/12/2016,04/10/2016,110,Closure Permanent
11661,"Al Jazeera America, LLC",,01/13/2016,04/30/2016,19,Closure Permanent
11662,"Al Jazeera America, LLC",,01/13/2016,04/30/2016,6,Closure Permanent
11663,"Al Jazeera America, LLC",,01/13/2016,04/30/2016,25,Closure Permanent
11664,"Brice Manufacturing Company, Inc.",,01/15/2016,03/15/2016,1,Layoff Permanent
11665,Georgia-Pacific Corrugated LLC,,01/19/2016,03/21/2016,148,Closure Permanent
11666,"Citrix Systems, Inc.",,01/06/2016,03/07/2016,65,Layoff Permanent
11667,Outer Harbor Terminal LLC,,01/19/2016,03/19/2016,59,Closure Permanent
11668,Destination Geary Street Management,,01/19/2016,03/20/2016,58,Layoff Permanent
11669,Microsoft Corporation,,01/20/2016,03/20/2016,2,Closure Permanent
11670,"Cisco Systems, Inc.",,01/19/2016,01/20/2016,123,Layoff Permanent
11671,"Coastal Green Vegetable Company, LLC",,01/18/2016,03/18/2016,88,Closure Permanent
11672,"Pathology, Inc.",,01/19/2016,03/21/2016,388,Layoff Permanent
11673,Highland Metals Inc. and EZFuture Inc.,,01/20/2016,12/23/2015,17,Closure Permanent
11674,"Centrally Grown, Inc.",,01/21/2016,01/21/2016,16,Closure Unknown at this time
11675,F&E Aircraft Maintenance DBA FEAM,,01/19/2016,03/19/2016,25,Layoff Permanent
11676,Sage North America,,01/20/2016,01/20/2016,67,Layoff Permanent
11677,Allianz Global Risks US Insurance,,01/25/2016,03/25/2016,38,Layoff Permanent
11678,EXP Pharmaceutical Services Corp.,,01/25/2016,03/31/2016,111,Closure Permanent
11679,Kmart,,01/12/2016,03/13/2016,107,Closure Permanent
11680,Kmart,,01/12/2016,03/13/2016,103,Closure Permanent
11681,Kmart,,01/12/2016,04/03/2016,86,Closure Permanent
11682,Boeing Company,,01/22/2016,03/25/2016,6,Layoff Unknown at this time
11683,Boeing Company,,01/22/2016,03/25/2016,15,Layoff Unknown at this time
11684,Boeing Company,,01/22/2016,03/25/2016,11,Layoff Unknown at this time
11685,Sierra Pacific Industries,,01/25/2016,03/25/2016,125,Closure Permanent
11686,Pearson Education,,01/26/2016,01/26/2016,34,Layoff Unknown at this time
11687,Ditech Financial LLC.,,01/26/2016,03/28/2016,87,Closure Permanent
11688,"SPX FLOW, Inc.",,01/26/2016,03/28/2016,8,Closure Permanent
11689,"VMware, Inc.",,01/26/2016,03/28/2016,170,Layoff Permanent
11690,VSE Corporation,,01/27/2016,03/29/2016,40,Layoff Permanent
11691,VSE Corporation,,01/27/2016,03/29/2016,70,Layoff Permanent
11692,Eaton's Cooper Lighting,,01/26/2016,03/28/2016,47,Closure Permanent
11693,VSE Corporation,,01/27/2016,03/29/2016,1,Layoff Permanent
11694,VSE Corporation,,01/27/2016,03/29/2016,2,Layoff Permanent
11695,VSE Corporation,,01/27/2016,03/29/2016,1,Layoff Permanent
11696,VSE Corporation,,01/27/2016,03/29/2016,1,Layoff Permanent
11697,"Rockwell Collins, Inc.",,01/26/2016,04/01/2016,2,Layoff Unknown at this time
11698,"Hub City Terminals, Inc.",,01/29/2016,03/29/2016,12,Closure Permanent
11699,"Hub Group Trucking, Inc.",,01/29/2016,03/31/2016,131,Closure Permanent
11700,"Toshiba America Electronic Components,",,01/29/2016,03/31/2016,50,Closure Permanent
11701,"Urban Fulfillment Services, LLC",,01/29/2016,03/31/2016,192,Closure Permanent
11702,Cardinal Health,,01/25/2016,03/31/2016,58,Layoff Permanent
11703,Cardinal Health,,01/25/2016,03/31/2016,15,Layoff Permanent
11704,Westin St. Francis,,01/28/2016,04/01/2016,52,Closure Permanent
11705,"Practice Fusion, Inc.",,02/01/2016,04/04/2016,74,Layoff Permanent
11706,Blue Shield of California,,01/28/2016,03/28/2016,2,Layoff Permanent
11707,Blue Shield of California,,01/28/2016,03/28/2016,137,Layoff Permanent
11708,Blue Shield of California,,01/28/2016,03/28/2016,9,Layoff Permanent
11709,Blue Shield of California,,01/28/2016,03/28/2016,99,Layoff Permanent
11710,Blue Shield of California,,01/28/2016,03/28/2016,2,Layoff Permanent
11711,Blue Shield of California,,01/28/2016,03/28/2016,55,Layoff Permanent
11712,Blue Shield of California,,01/28/2016,03/28/2016,10,Layoff Permanent
11713,Blue Shield of California,,01/28/2016,03/28/2016,3,Layoff Permanent
11714,Blue Shield of California,,01/28/2016,03/28/2016,3,Layoff Permanent
11715,Blue Shield of California,,01/28/2016,03/28/2016,78,Layoff Permanent
11716,Blue Shield of California,,01/28/2016,03/28/2016,1,Layoff Permanent
11717,Blue Shield of California,,01/28/2016,03/28/2016,1,Layoff Permanent
11718,Blue Shield of California,,01/28/2016,03/28/2016,60,Layoff Permanent
11719,Broadcom and Avago,,01/29/2016,03/31/2016,689,Layoff Permanent
11720,Broadcom and Avago,,01/29/2016,03/31/2016,33,Layoff Permanent
11721,Broadcom and Avago,,01/29/2016,03/31/2016,147,Layoff Permanent
11722,Moog Inc.,,02/01/2016,04/01/2016,22,Layoff Permanent
11723,Boeing Company,,01/29/2016,04/01/2016,25,Layoff Unknown at this time
11724,Boeing Company,,01/29/2016,04/01/2016,15,Layoff Unknown at this time
11725,United Technologies Corporation,,02/01/2016,03/31/2016,103,Closure Permanent
11726,Bon Appetit Management Company,,02/01/2016,04/03/2016,79,Closure Permanent
11727,"Forever 21 Retail, Inc.",,02/02/2016,04/01/2016,51,Closure Permanent
11728,"Forever 21 Retail, Inc.",,02/02/2016,04/01/2016,56,Closure Permanent
11729,Freeport-McMoRan Oil & Gas LLC,,02/02/2016,04/05/2016,64,Layoff Permanent
11730,"VF Contemporary Brands, Inc.",,02/04/2016,02/19/2016,73,Closure Permanent
11731,"Autodesk, Inc.",,02/02/2016,04/10/2016,71,Layoff Permanent
11732,"Autodesk, Inc.",,02/02/2016,04/10/2016,48,Layoff Permanent
11733,Visiting Nurse Association of the Inland,,02/04/2016,04/04/2016,78,Closure Permanent
11734,Albertsons Companies,,02/08/2016,04/08/2016,24,Layoff Unknown at this time
11735,"Space Systems/Loral, LLC",,01/28/2016,01/28/2016,122,Layoff Permanent
11736,"B&H Education Holdings, LLC & B&H",,02/03/2016,02/04/2016,73,Closure Permanent
11737,JCPenney,,02/03/2016,04/09/2016,147,Closure Permanent
11738,"Inland Early Steps Services, Inc.",,02/08/2016,04/08/2016,79,Closure Permanent
11739,UTi,,02/05/2016,04/01/2016,64,Closure Permanent
11740,Yahoo! Inc.,,02/10/2016,04/11/2016,107,Layoff Permanent
11741,Southern California Edison Company,,02/08/2016,04/08/2016,48,Layoff Permanent
11742,Kraft Heinz Foods Company,,02/12/2016,04/15/2016,117,Closure Permanent
11743,Pinecrest Schools,,02/12/2016,06/15/2016,24,Closure Permanent
11744,Pinecrest Schools,,02/12/2016,06/15/2016,118,Closure Permanent
11745,Pinecrest Schools,,02/12/2016,06/15/2016,71,Closure Permanent
11746,HP Inc.,,02/11/2016,01/22/2016,74,Layoff Permanent
11747,Symantec Corporation,,02/11/2016,02/10/2016,6,Layoff Permanent
11748,"The Ritz-Carlton, Lake Tahoe",,02/11/2016,04/17/2016,253,Closure Temporary
11749,"Toshiba America Information Systems,",,02/12/2016,02/18/2016,7,Layoff Permanent
11750,"SK Textile, Inc.",,02/15/2016,04/18/2016,51,Closure Permanent
11751,Odwalla Inc.,,02/16/2016,04/18/2016,164,Closure Permanent
11752,"TangoMe, Inc.",,02/12/2016,04/12/2016,53,Layoff Permanent
11753,Yahoo! Inc.,,02/17/2016,04/18/2016,90,Closure Permanent
11754,Yahoo! Inc.,,02/17/2016,04/18/2016,60,Layoff Permanent
11755,Yahoo! Inc.,,02/17/2016,04/18/2016,45,Layoff Permanent
11756,Yahoo! Inc.,,02/17/2016,04/18/2016,127,Layoff Permanent
11757,Valley Fine Foods,,02/15/2016,02/26/2016,94,Closure Permanent
11758,California Resources Corporation,,02/16/2016,04/17/2016,74,Layoff Permanent
11759,"Pacific Harvest, Inc.",,02/17/2016,04/18/2016,75,Layoff Permanent
11760,BAE SYSTEMS,,02/12/2016,02/09/2016,2,Layoff Temporary
11761,BAE SYSTEMS,,02/12/2016,02/09/2016,228,Layoff Temporary
11762,Brake Parts Inc.,,02/19/2016,04/19/2016,111,Layoff Permanent
11763,Vintage Estates,,02/19/2016,04/19/2016,326,Layoff Permanent
11764,"BCBG Max Azria Group, LLC",,02/22/2016,04/27/2016,71,Layoff Permanent
11765,Mallinckrodt Pharmaceuticals,,02/18/2016,07/31/2016,43,Closure Permanent
11766,Kabam LA,,02/22/2016,03/31/2016,1,Layoff Permanent
11767,"Kabam, Inc.",,02/22/2016,03/31/2016,75,Layoff Permanent
11768,TGI Friday's,,02/23/2016,04/25/2016,51,Closure Permanent
11769,"Freedom Communications, Inc.",,02/18/2016,03/31/2016,969,Layoff Unknown at this time
11770,"Maslow Media Group, Inc.",,02/18/2016,04/18/2016,2,Layoff Permanent
11771,"Maslow Media Group, Inc.",,02/18/2016,04/18/2016,19,Layoff Permanent
11772,"Maslow Media Group, Inc.",,02/18/2016,04/18/2016,17,Layoff Permanent
11773,Boeing Company,,02/19/2016,04/22/2016,45,Layoff Unknown at this time
11774,Boeing Company,,02/19/2016,04/22/2016,44,Layoff Unknown at this time
11775,Boeing Company,,02/19/2016,04/22/2016,3,Layoff Unknown at this time
11776,Imagine Communications Corp.,,01/25/2016,04/01/2016,50,Closure Permanent
11777,Sutter Central Valley Hospitals dba,,02/23/2016,04/25/2016,96,Layoff Unknown at this time
11778,"Xerox Business Services, LLC",,02/26/2016,04/25/2016,15,Layoff Permanent
11779,Pacific Bell Telephone Company,,02/24/2016,05/04/2016,121,Layoff Permanent
11780,"YourPeople, Inc. d/b/a Zenefits FTW",,02/26/2016,02/29/2016,83,Layoff Permanent
11781,Direct Energy,,02/26/2016,04/29/2016,47,Closure Unknown at this time
11782,"Investor's Business Daily, Inc.",,02/22/2016,04/29/2016,1,Layoff Permanent
11783,"Investor's Business Daily, Inc.",,02/22/2016,04/29/2016,43,Layoff Permanent
11784,"Investor's Business Daily, Inc.",,02/22/2016,04/29/2016,1,Layoff Permanent
11785,"Investor's Business Daily, Inc.",,02/22/2016,04/29/2016,3,Layoff Permanent
11786,"Investor's Business Daily, Inc.",,02/22/2016,04/29/2016,1,Layoff Permanent
11787,TiVo Inc.,,02/29/2016,03/01/2016,52,Layoff Permanent
11788,SurveyMonkey Inc.,,03/01/2016,03/01/2016,57,Layoff Permanent
11789,National Oilwell Varco,,03/01/2016,04/30/2016,232,Layoff Permanent
11790,Baxalta U.S. Inc.,,03/01/2016,05/01/2016,139,Layoff Permanent
11791,Baxalta U.S. Inc.,,03/01/2016,05/01/2016,100,Layoff Permanent
11792,"NetApp, Inc.",,03/01/2016,04/30/2016,376,Layoff Permanent
11793,"Southern Home Care Services, Inc.",,03/04/2016,05/03/2016,123,Closure Permanent
11794,"Barnes & Noble College Booksellers, LLC",,03/07/2016,05/06/2016,40,Closure Permanent
11795,Circor Inc.,,02/17/2016,04/15/2016,64,Closure Permanent
11796,Envoy Air,,02/26/2016,05/04/2016,52,Closure Permanent
11797,City National Bank,,03/01/2016,05/13/2016,5,Closure Permanent
11798,Memorial Health Services,,03/01/2016,05/31/2016,194,Closure Permanent
11799,Lyra Sound Inc.,,03/08/2016,03/11/2016,4,Closure Temporary
11800,Corning Incorporated,,03/08/2016,11/11/2016,193,Closure Permanent
11801,Pacific Bell Telephone Company,,03/01/2016,05/06/2016,3,Layoff Permanent
11802,"Carbine, LLC",,03/10/2016,05/13/2016,18,Layoff Unknown at this time
11803,"NC Interactive, LLC",,03/10/2016,03/11/2016,11,Layoff Permanent
11804,"GMRI, Inc. dba Seasons 52",,03/12/2016,04/10/2016,70,Closure Permanent
11805,Georgia-Pacific Gypsum LLC,,03/15/2016,05/15/2016,65,Closure Permanent
11806,"Alma Farms, LLC",,02/29/2016,01/01/2016,73,Closure Permanent
11807,McKesson Corporation,,03/14/2016,03/31/2016,158,Layoff Permanent
11808,"Williams-Sonoma, Inc.",,03/18/2016,05/17/2016,3,Layoff Permanent
11809,"Williams-Sonoma, Inc.",,03/18/2016,05/17/2016,1,Layoff Permanent
11810,"Williams-Sonoma, Inc.",,03/18/2016,05/17/2016,74,Layoff Permanent
11811,"Collection Technology, Inc.",,03/18/2016,05/18/2016,4,Closure Permanent
11812,"Collection Technology, Inc.",,03/18/2016,05/18/2016,51,Layoff Permanent
11813,"TransitAmerica Services, Inc.",,03/03/2016,06/30/2016,30,Layoff Permanent
11814,"Paris Precision, LLC",,03/21/2016,05/22/2016,130,Layoff Unknown at this time
11815,ZETA Communities,,03/22/2016,03/22/2016,122,Closure Permanent
11816,"Mycom North America, Inc.",,03/15/2016,03/10/2016,4,Closure Permanent
11817,Boeing Company,,03/18/2016,05/20/2016,26,Layoff Unknown at this time
11818,Boeing Company,,03/18/2016,05/20/2016,23,Layoff Unknown at this time
11819,"Rockwell Collins, Inc.",,03/21/2016,05/27/2016,2,Layoff Unknown at this time
11820,Osha Thai,,03/22/2016,05/15/2016,62,Closure Temporary
11821,Standard Parking Corporation,,03/23/2016,05/31/2016,430,Closure Permanent
11822,"Live Nation Entertainment, Inc.",,03/25/2016,05/31/2016,300,Closure Permanent
11823,"Northrop Grumman Technology Services,",,03/28/2016,05/31/2016,483,Layoff Permanent
11824,"APN, LLC",,03/29/2016,05/30/2016,19,Layoff Permanent
11825,"IAC Search & Media, Inc.",,03/29/2016,05/30/2016,11,Layoff Permanent
11826,"IAC Search & Media, Inc.",,03/29/2016,05/30/2016,4,Layoff Permanent
11827,"Mindspark Interactive Network, Inc.",,03/29/2016,05/30/2016,3,Layoff Permanent
11828,Triangle Brass Manufacturing Company,,03/28/2016,05/04/2016,55,Closure Permanent
11829,International Business Machines,,03/31/2016,05/31/2016,109,Layoff Permanent
11830,City National Bank,,04/01/2016,06/24/2016,7,Closure Permanent
11831,ICDC College,,03/30/2016,05/30/2016,244,Closure Permanent
11832,"Schenker, Inc",,03/30/2016,06/05/2016,52,Closure Unknown at this time
11833,Lockheed Martin Corporation,,04/01/2016,06/10/2016,59,Closure Permanent
11834,Sony Pictures Entertainment Inc.,,03/23/2016,05/03/2016,59,Layoff Permanent
11835,Safeway Inc. / Albertsons Companies,,04/04/2016,06/03/2016,3,Layoff Unknown at this time
11836,BAE SYSTEMS,,03/29/2016,03/28/2016,1,Layoff Temporary
11837,"Unified Grocers, Inc.",,04/05/2016,06/05/2016,132,Closure Permanent
11838,BAE SYSTEMS,,03/29/2016,03/28/2016,154,Layoff Temporary
11839,"Rockwell Collins, Inc.",,04/05/2016,06/10/2016,1,Closure Permanent
11840,Abbott Vascular,,04/06/2016,04/06/2016,131,Layoff Permanent
11841,"BlackRock, Inc.",,04/06/2016,06/06/2016,64,Layoff Permanent
11842,Chevron,,04/07/2016,06/13/2016,98,Layoff Permanent
11843,PULAU Corporation,,04/07/2016,04/30/2016,91,Layoff Permanent
11844,"Kohl's Department Stores, Inc.",,04/08/2016,06/19/2016,89,Closure Permanent
11845,"Kohl's Department Stores, Inc.",,04/08/2016,06/19/2016,91,Closure Permanent
11846,"Kohl's Department Stores, Inc.",,04/08/2016,06/19/2016,81,Closure Permanent
11847,"Kohl's Department Stores, Inc.",,04/08/2016,06/19/2016,91,Closure Permanent
11848,"Kohl's Department Stores, Inc.",,04/08/2016,06/19/2016,92,Closure Permanent
11849,"Kohl's Department Stores, Inc.",,04/08/2016,06/19/2016,79,Closure Permanent
11850,"Kohl's Department Stores, Inc.",,04/08/2016,06/19/2016,75,Closure Permanent
11851,"Kohl's Department Stores, Inc.",,04/08/2016,06/19/2016,83,Closure Permanent
11852,"Kohl's Department Stores, Inc.",,04/08/2016,06/19/2016,99,Closure Permanent
11853,Kubota Tractor Corporation,,04/13/2016,06/13/2016,72,Closure Permanent
11854,"Sage Software, Inc.",,04/13/2016,06/30/2016,26,Layoff Permanent
11855,Sonora Packing Company,,04/14/2016,06/16/2016,176,Closure Permanent
11856,"Toshiba Logistics America, Inc.",,03/31/2016,05/31/2016,4,Layoff Permanent
11857,"Western Digital Technology, Inc.",,04/14/2016,06/17/2016,71,Layoff Permanent
11858,Sport Chalet LLC,,04/15/2016,06/14/2016,37,Closure Permanent
11859,Sport Chalet LLC,,04/15/2016,06/14/2016,66,Closure Permanent
11860,Sport Chalet LLC,,04/15/2016,06/14/2016,82,Closure Permanent
11861,Sport Chalet LLC,,04/15/2016,06/14/2016,59,Closure Permanent
11862,Sport Chalet LLC,,04/15/2016,06/14/2016,67,Closure Permanent
11863,Sport Chalet LLC,,04/15/2016,06/14/2016,56,Closure Permanent
11864,"Terex USA, LLC",,04/15/2016,06/15/2016,51,Layoff Permanent
11865,First Student,,04/14/2016,06/30/2016,131,Closure Permanent
11866,First Student,,04/14/2016,06/30/2016,71,Closure Permanent
11867,Burke Williams Day Spa,,04/15/2016,06/19/2016,101,Closure Temporary
11868,First Student,,04/14/2016,06/30/2016,5,Closure Permanent
11869,First Student,,04/14/2016,06/30/2016,5,Closure Permanent
11870,Veritas Technologies LLC,,04/18/2016,06/15/2016,6,Layoff Permanent
11871,Normandie Casino,,04/18/2016,06/20/2016,380,Closure Permanent
11872,MSE Technologies LLC,,04/22/2016,06/21/2016,205,Layoff Permanent
