,company_name,location,notice_date,layoff_date,employees_affected,URL,Closure/Layoff
506,Central Parking Corporation,Jefferson,2006-02-01 00:00:00,,20,,
507,Macy's Central,Daviess,2006-02-13 00:00:00,,49,,
508,Jones Plastic & Engineering,,2007-11-20 00:00:00,,260,,
509,Bendix,,2007-11-19 00:00:00,,4,,
510,"Caterpillar Logistics Services, Inc.",,2007-10-30 00:00:00,,38,,
511,"Nyloncraft, Inc.",,2007-10-23 00:00:00,,71,,
512,"Oarsman Sportswear                            Parent - Paramount Apparel International, Inc.",,2007-10-18 00:00:00,,85,,
513,"ATS Light Alloy Wheels Kentucky, LLC",,2007-10-18 00:00:00,,180,,
514,"Sun Microsystems, Inc.",,2007-09-26 00:00:00,,1,,
515,Logan's Roadhouse,,2007-09-05 00:00:00,,92,,
516,Transcraft Corporation,,2007-08-24 00:00:00,,110,,
517,"Flynn Enterprises, LLC",,2007-08-06 00:00:00,,254,,
518,"TT Acquisition Company, LLC dba Clover Technologies Group",,2007-04-26 00:00:00,,75,,
519,Martinrea Heavy Stamping,,,,,,
520,Progress Rail Services,,2008-12-18 00:00:00,,64,,
521,Martinrea Heavy Stamping,,2008-12-11 00:00:00,,47,,
522,DHL Express,,2008-12-03 00:00:00,,50,,
523,Cintas (Perry Manufacturing),,2008-12-02 00:00:00,,150,,
524,"Sunspring America, Inc.",,2008-12-02 00:00:00,,77,,
525,"Leggett & Platt, Incorporated",,2008-11-19 00:00:00,,154 +/-,,
526,"GSI Commerce Solutions, Inc.",,2008-11-17 00:00:00,,36,,
527,"Holley Performance Products, Inc.",,2008-11-10 00:00:00,,,,
528,"Holley Performance Products, Inc.",,2008-11-07 00:00:00,,,,
529,Martinrea Heavy Stamping,,2008-11-07 00:00:00,,64,,
530,"GSI Commerce Solutions, Inc.",,2008-11-03 00:00:00,,61,,
531,Target,,2008-11-03 00:00:00,,57,,
532,"Worthington Industries, Inc.",,2008-11-03 00:00:00,,49 +/-,,
533,Jones Plastics & Engineering,,2008-10-31 00:00:00,,183 +/-,,
534,Greif Corrugated Containers,,2008-10-27 00:00:00,,46,,
535,Stock Building Supply,,2008-10-27 00:00:00,,57,,
536,"Clayton Homes and CMH Manufacturing, Inc.",,2008-10-20 00:00:00,,170,,
537,"Leggett & Platt, Incorporated",,2008-10-15 00:00:00,,86,,
538,American Standard  ,,2008-10-15 00:00:00,,8,,
539,IAP World Services,,2008-09-22 00:00:00,,207,,
540,American Beverage Corporation,,2008-09-09 00:00:00,,96,,
541,"Johnson Controls, Inc.",,2008-09-05 00:00:00,,,,
542,"Miartinrea Heavy Stamping, Inc.",,2008-09-05 00:00:00,,47,,
543,TFE Logistics Group,,2008-08-27 00:00:00,,595,,
544,"CDG Management, LLC",,2008-08-22 00:00:00,,75,,
545,"Atlantis Plastics, Inc.",,2008-08-19 00:00:00,,152,,
546,"Atlantis Plastics, Inc.",,2008-08-19 00:00:00,,152,,
547,Martinrea  ,,2008-08-08 00:00:00,,57,,
548,Rayloc,,2008-08-07 00:00:00,,,,
549,Martinrea,,2008-08-01 00:00:00,,57,,
550,American Standard Brands,,2008-08-01 00:00:00,,48,,
551,Panasonic Motor Company,,2008-07-18 00:00:00,,51,,
552,"Dakkota Integrated Systems, LLC",,2008-07-18 00:00:00,,85,,
553,Walgreens                                              OptionCare Home Care,,2008-07-18 00:00:00,,106,,
554,Panasonic Motor Company,,2008-07-18 00:00:00,,51,,
555,Dana Holding Corporation,,2008-07-15 00:00:00,,260,,
556,Republic Airways Holdings,,2008-07-14 00:00:00,,?,,
557,"Dawahare's of Lexington, LLC",,2008-07-07 00:00:00,,450 +/-,,
558,"Johnson Controls, Inc.",,2008-07-07 00:00:00,,114 +/-,,
559,RCS Transportation LLC,,2008-06-30 00:00:00,,104,,
560,"Akebono Brake                                     Springfield Plant (AMTEC Brake, LLC dba Akebone Brake)",,2008-06-30 00:00:00,,140,,
561,"Allied Automotive Group (Allied Systems, LTD.)",,2008-06-25 00:00:00,,73,,
562,"Benson International, LLC",,2008-06-09 00:00:00,,87,,
563,CA Gardiner Veneer,,2008-06-06 00:00:00,,60,,
564,"Minnesota/Owensboro Executive Inn, LLC",,2008-06-06 00:00:00,,72,,
565,The Home Depot,,2008-06-04 00:00:00,,78,,
566,Fort Knox National Company,,2008-06-03 00:00:00,,79,,
567,"D-J, Inc. dba Nypro Kentucky",,2008-05-30 00:00:00,,178,,
568,Ford Motor Company                   Louisville Assembly Plant,,2008-05-23 00:00:00,,756,,
569,Home Depot,,2008-05-01 00:00:00,,,,
570,Lear Corporation,,2008-04-30 00:00:00,,124,,
571,Johnson Controls @ AK Steel,,2008-04-25 00:00:00,,50 +/-,,
572,A.O. Smith,,2008-04-15 00:00:00,,220 +/-,,
573,Sumitomo Electric Wiring System,,2008-04-01 00:00:00,,100 + ,,
574,RCS Transportation LLC,,2008-03-31 00:00:00,,191,,
575,Novelis Corp.,,2008-03-28 00:00:00,,105,,
576,DANA  ,,2008-03-24 00:00:00,,100,,
577,"Dillard's, Inc. ",,2008-03-07 00:00:00,,89 +/-,,
578,"SkyWest Airlines, Inc.",,2008-02-15 00:00:00,,15,,
579,The Apparel Group LTD,,2008-02-08 00:00:00,,91,,
580,Bendix,,2008-01-31 00:00:00,,3 +/-,,
581,DuPont Performance Elastomer,,2008-01-25 00:00:00,,223,,
582,"Senior Care, Inc. & Gateway at Norton Healthcare Pavillion",,2008-01-18 00:00:00,,91,,
583,"Dillard's, Inc. ",,2008-01-17 00:00:00,,121 +/-,,
584,"KMMC, LLC dba Vision No. 9 Mine",,2008-01-17 00:00:00,,108,,
585,"CDG Management, LLC",,2008-01-17 00:00:00,,57,,
586,MultiServ - A HARSCO Company,,2008-01-16 00:00:00,,95,,
587,Ford Motor Company                   Louisville Assembly Plant,,,,756,,
588,Cintas,,,,148,,
589,Intertec,,2008-10-29 00:00:00,,157,,
590,FKI Logistex,,2009-12-17 00:00:00,,200,,
591,TRANE                                                         Climate Solutions,,2009-12-10 00:00:00,,70,,
592,Carhartt,,2009-12-07 00:00:00,,30,,
593,Carhartt,,2009-12-07 00:00:00,,64,,
594,Exel,,2009-11-26 00:00:00,,86,,
595,ArvinMeritor,,2009-11-23 00:00:00,,41,,
596,Red Wing Shoes,,2009-11-20 00:00:00,,202,,
597,"CDG Management, LLC and Civic Development Group, LLC - Pikeville Call Center",,2009-11-17 00:00:00,,36,,
598,Modine Manufacturing Company,,2009-11-09 00:00:00,,13,,
599,"Daramic, LLC",,2009-11-09 00:00:00,,180,,
600,ArvinMeritor,,2009-11-02 00:00:00,,8,,
601,National Tobacco,,2009-10-30 00:00:00,,5,,
602,GECOM Corporation,,2009-10-21 00:00:00,,160,,
603,"Miller Bros. Coal, LLC",,2009-10-20 00:00:00,,225,,
604,Kuhlman Elctric Corporation,,2009-10-15 00:00:00,,5,,
605,Kuhlman Elctric Corporation,,2009-10-15 00:00:00,,1,,
606,Kuhlman Elctric Corporation,,2009-10-15 00:00:00,,3,,
607,Kuhlman Elctric Corporation,,2009-10-15 00:00:00,,2,,
608,"Faurecia Automotive Seating, Inc.  International Industrial Park",,2009-10-14 00:00:00,,68,,
609,GECOM Corporation,,2009-10-14 00:00:00,,160,,
610,The HON Company,,2009-10-13 00:00:00,,144,,
611,Mestek Inc. ,,2009-10-01 00:00:00,,63,,
612,Kuhlman Elctric Corporation,,2009-09-30 00:00:00,,1,,
613,Kuhlman Elctric Corporation,,2009-09-30 00:00:00,,2,,
614,Kuhlman Elctric Corporation,,2009-09-30 00:00:00,,3,,
615,Kuhlman Elctric Corporation,,2009-09-30 00:00:00,,2,,
616,ArvinMeritor,,2009-09-28 00:00:00,,,,
617,ArvinMeritor,,2009-09-28 00:00:00,,,,
618,Progress Rail Raceland Corp.,,2009-09-24 00:00:00,,95,,
619,ArvinMeritor,,2009-09-21 00:00:00,,15,,
620,Buckhorn Inc.,,2009-09-15 00:00:00,,88,,
621,Kuhlman Elctric Corporation,,2009-09-03 00:00:00,,1,,
622,Kuhlman Elctric Corporation,,2009-09-03 00:00:00,,1,,
623,Kuhlman Elctric Corporation,,2009-09-03 00:00:00,,1,,
624,ArvinMeritor,,2009-08-25 00:00:00,,,,
625,ArvinMeritor,,2009-08-24 00:00:00,,72,,
626,"Roller Coater, Inc.",,2009-08-07 00:00:00,,88,,
627,"Hitachi Cable Indiana, Inc.",,2009-08-06 00:00:00,,81,,
628,"Gardiner Point Innkeepers, Inc.",,2009-08-05 00:00:00,,60,,
629,Exel,,2009-08-03 00:00:00,,54,,
630,Clarcor Air Filtration Products,,2009-07-28 00:00:00,,86,,
631,ArvinMeritor,,2009-07-27 00:00:00,,83,,
632,Kuhlman Elctric Corporation,,2009-07-24 00:00:00,,1,,
633,ArvinMeritor,,2009-07-24 00:00:00,,83,,
634,Kuhlman Elctric Corporation,,2009-07-20 00:00:00,,1,,
635,National Tobacco,,2009-07-17 00:00:00,,75,,
636,ArvinMeritor,,2009-07-09 00:00:00,,88,,
637,ArvinMeritor,,2009-07-08 00:00:00,,95,,
638,ArvinMeritor,,2009-07-08 00:00:00,,88,,
639,ArvinMeritor,,2009-07-08 00:00:00,,88,,
640,ArvinMeritor,,2009-06-23 00:00:00,,105,,
641,Occidental Chemical Corporation (OxyChem),,2009-06-16 00:00:00,,55 +/-,,
642,ArvinMeritor,,2009-06-01 00:00:00,,1,,
643,ArvinMeritor,,2009-06-01 00:00:00,,1,,
644,Kuhlman Elctric Corporation,,2009-05-28 00:00:00,,11,,
645,Martinrea International Inc.,,2009-05-27 00:00:00,,262,,
646,Komatsu Renam North America,,2009-05-20 00:00:00,,117,,
647,"Appalachian Fuels, LLC",,2009-05-19 00:00:00,,,,
648,"Appalachian Fuels, LLC",,2009-05-19 00:00:00,,,,
649,ArvinMeritor,,2009-05-15 00:00:00,,158,,
650,CDG Management ,,2009-05-15 00:00:00,,16,,
651,Carmeuse Lime and Stone,,2009-05-15 00:00:00,,48 +/-,,
652,AK Steel Corporation,,2009-05-13 00:00:00,,750,,
653,Premier Elkhorn Coal Company,,2009-05-08 00:00:00,,58,,
654,"CONSOL of Kentucky, Inc.",,2009-05-04 00:00:00,,See W.A.R.N.,,
655,"Trace Die Cast, Inc.",,2009-05-04 00:00:00,,135,,
656,Wintech,,2009-05-01 00:00:00,,167,,
657,"S-R of Kentucky, Inc.",,2009-04-13 00:00:00,,194,,
658,Toyota Boshoku,,2009-04-07 00:00:00,,316 +/-,,
659,Trim Masters Incorporated,,2009-04-06 00:00:00,,56,,
660,ACS Business Process Solutions',,2009-04-06 00:00:00,,160,,
661,Betts USA,,2009-04-03 00:00:00,,114,,
662,"Noble International, LTD.",,2009-04-01 00:00:00,,79,,
663,"Sun Microsystems, Inc.",,2009-03-31 00:00:00,,2,,
664,Ilevel by Weyerhaeuser,,2009-03-16 00:00:00,,165,,
665,Jones Plastics & Engineering,,2009-03-11 00:00:00,,1,,
666,Kuhlman Elctric Corporation,,2009-03-09 00:00:00,,73,,
667,"Ainak, Inc.",,2009-03-05 00:00:00,,137,,
668,Ayrshire Electronics,,2009-03-04 00:00:00,,76,,
669,"Webasto Roof Systems, Inc.",,2009-02-19 00:00:00,,57,,
670,AGC,,2009-02-06 00:00:00,,140 +/-,,
671,"Specialty Vehicle Acquasition Corporation, dba ASC, Inc.",,2009-02-04 00:00:00,,,,
672,SKF,,2009-02-02 00:00:00,,95,,
673,Occidental Chemical Corporation (OxyChem),,2009-02-02 00:00:00,,60 +/-,,
674,GECOM Corporation,,2009-01-29 00:00:00,,150,,
675,"JL French Automotive Casting, Inc.",,2009-01-26 00:00:00,,180,,
676,Circuit City,,2009-01-16 00:00:00,,,,
677,"Martinrea Heavy Stamping, Inc.",,2009-01-12 00:00:00,,2,,
678,Flextroncis - Global Services,,2009-01-07 00:00:00,,150 +/-,,
679,"Sumitomo Electric Wiring Systems, Inc.",,November,,80,,
680,AK Steel Corporation,,2010-12-28 00:00:00,,266,,
681,Aegon Insurance Group,,2010-12-15 00:00:00,,245,,
682,"Martin-Brower, LLC",,2010-12-13 00:00:00,,88,,
683,CSC Applied Technology Group,,2010-12-01 00:00:00,,486,,
684,"Sumitomo Electric Wiring Systems, Inc.",,2010-11-12 00:00:00,,80,,
685,Philips Electronic North America Corp.,,2010-11-04 00:00:00,,,,
686,Practice Therapeutics,,2010-11-02 00:00:00,,53,,
687,Teleservices Direct,,2010-11-02 00:00:00,,74 fulltime and 184 parttime,,
688,"Jack Cooper Transport Co., Inc.",,2010-09-30 00:00:00,,195,,
689,"Xanodyne Pharmaceuticals, Inc.",,2010-09-21 00:00:00,,8,,
690,"Elan Home Systems, LLC",,2010-09-17 00:00:00,,33,,
691,United Coal Company                                dba Sapphire Coal Company,,2010-09-16 00:00:00,,160,,
692,Fortis Plastics ,,2010-09-14 00:00:00,,60,,
693,PROCARENT,,2010-08-06 00:00:00,,54,,
694,ACS Government Solutions,,2010-07-17 00:00:00,,286,,
695,National Tobacco Co.,,2010-07-16 00:00:00,,37,,
696,"Butler America, LLC",,2010-07-06 00:00:00,,18,,
697,GE Energy Motors and Controls,,2010-06-29 00:00:00,,88,,
698,Red Wing Shoes,,2010-05-25 00:00:00,,101,,
699,Overhead Door Corporation,,2010-05-05 00:00:00,,68,,
700,ABB,,2010-05-03 00:00:00,,1,,
701,CSC  ,,2010-04-30 00:00:00,,61,,
702,ACS Government Solutions,,2010-04-26 00:00:00,,286,,
703,"Mitsuba Bardstown, Inc.",,2010-04-09 00:00:00,,,,
704,CSX Transportation,,2010-04-06 00:00:00,,146,,
705,Biggs,,2010-03-29 00:00:00,,111,,
706,Regional Elite Airline Services,,2010-03-17 00:00:00,,839,,
707,Jackson Plastics,,2010-03-02 00:00:00,,96,,
708,Sonoco Corrflex,,2010-02-25 00:00:00,,72,,
709,TFE Logistics Group,,2010-02-04 00:00:00,,92,,
710,"Patriot Industries, Inc.",,2010-02-03 00:00:00,,84,,
711,ArvinMeritor,,2010-01-29 00:00:00,,6,,
712,Kuhlman Electric Corporation,,2010-01-22 00:00:00,,3,,
713,Kuhlman Electric Corporation,,2010-01-22 00:00:00,,1,,
714,"Verizon North, Inc.",,2010-01-20 00:00:00,,241,,
715,Modine Manufacturing Company,,2010-01-11 00:00:00,,50,,
716,Modine Manufacturing Company,,2010-01-11 00:00:00,,Reduction from 13 to 1,,
717,ArvinMeritor,,2010-01-08 00:00:00,,6,,
718,ASTAR Air Cargo,,2010-01-05 00:00:00,,303,,
719,"Western Kentucky Navigation, Inc.",,2010-01-02 00:00:00,,161,,
720,CSC,,2011-12-28 00:00:00,,,,
721,American Woodmark Corporation,,2011-12-19 00:00:00,,157,,
722,"US Foods, Inc.",,2011-12-06 00:00:00,,148,,
723,"LATA Evironmental Services of Kentucky, LLC",,2011-11-21 00:00:00,,95,,
724,Berry Plastics Corporation,,2011-11-16 00:00:00,,124 +/-,,
725,Leggett & Platt,,2011-10-20 00:00:00,,68,,
726,Emerson Power Transmission Solutions,,2011-09-19 00:00:00,,76,,
727,"Skyes Enterprises, Incorporated",,2011-09-13 00:00:00,,28,,
728,"Flextronics Americas, LLC",,2011-09-12 00:00:00,,83,,
729,"Kentucky Easter Seal Society, Inc., dba Cardinal Hill Specialty Hospital",,2011-08-29 00:00:00,,92,,
730,"Video Monitoring Services of America, LP",,2011-08-29 00:00:00,,,,
731,Sykes Enterprises,,2011-08-02 00:00:00,,157,,
732,CSC Applied Technology Group               Contract Field Teams,,2011-07-06 00:00:00,,107,,
733,"Suiza Dairy Group, LLC                                                  d/b/a Louis Trauth Dairy",,2011-06-28 00:00:00,,108,,
734,"Trim Masters, Inc.",,2011-06-27 00:00:00,,134,,
735,"Flextronics Americas, LLC",,2011-06-03 00:00:00,,6,,
736,Sykes Enterprises,,2011-06-02 00:00:00,,96,,
737,Kmart Store #4830,,2011-05-10 00:00:00,,75 +/-,,
738,Dematic Corporation,,2011-04-29 00:00:00,,78,,
739,Sykes Enterprises,,2011-04-28 00:00:00,,96,,
740,"Skyes Enterprises, Incorporated",,2011-04-28 00:00:00,,76,,
741,First Data Technologies/First Data Merchant Service,,2011-04-21 00:00:00,,157 +/-,,
742,Sumitomo Electric Wiring Systems Edmonton Plant 4,,2011-04-21 00:00:00,,57,,
743,"LATA Evironmental Services of Kentucky, LLC",,2011-04-12 00:00:00,,325,,
744,Sykes Enterprises,,2011-03-30 00:00:00,,76,,
745,Multi Packaging Solutions,,2011-02-28 00:00:00,,69,,
746,"Mahle Engine Components USA, Inc.",,2011-02-17 00:00:00,,93,,
747,"Sykes Enterprises, Inc.",,2011-02-15 00:00:00,,100,,
748,Dematic Corporation,,2011-02-08 00:00:00,,90 +/-,,
749,Hewlett-Packard,,2011-02-03 00:00:00,,195,,
750,Fosbel Ceramic Technologies,,2011-01-14 00:00:00,,64,,
751,"Arch Coal, Inc.                                          Knott County and Raven Complexes",,2012-12-26 00:00:00,,259,,
752,Caterpillar Global Minning LLC       Caterpillar Global Mining Field Services LLC,,2012-12-11 00:00:00,,23,,
753,"Johnson Controls Interior Mfg., US, LLC",,2012-12-07 00:00:00,,392,,
754,"Oxford Resource Partners - Kentucky, LLC",,2012-12-06 00:00:00,,35,,
755,"Oxford Resource Partners - Kentucky, LLC",,2012-12-06 00:00:00,,35,,
756,Masonite Corporation,,2012-11-29 00:00:00,,72,,
757,"Patriot Coal Company, L.P.",,2012-11-01 00:00:00,,88,,
758,"Brake Parts Inc., LLC",,2012-10-29 00:00:00,,75,,
759,Redwing Shoe Company,,2012-10-29 00:00:00,,68,,
760,Stillhouse Mining LLC                                     Mine No. 2 aka Perkins Branch Mine        Mine No. 1  ,,2012-10-29 00:00:00,,86,,
761,"Solae, LLC dba Dupont Soy Polymer",,2012-10-25 00:00:00,,51,,
762,Hostess Brands,,2012-10-18 00:00:00,,,,
763,Comair,,2012-10-15 00:00:00,,48,,
764,Pemco World Air Services,,2012-10-12 00:00:00,,55,,
765,"Arch Coal, Inc.                                                    Knott County and Raven Complexes   ",,2012-09-26 00:00:00,,259,,
766,Regional Elite Airline Services                   Blue Grass Airport,,2012-09-10 00:00:00,,50,,
767,CSC,,2012-09-04 00:00:00,,?,,
768,Lexmark International Inc.,,2012-08-28 00:00:00,,350,,
769,Joy Global,,2012-08-28 00:00:00,,45,,
770,"Arch Coal, Inc.                                                    Flint Ridge Complex                ",,2012-08-21 00:00:00,,131,,
771,"Arch Coal, Inc.                                                    ICG Hazard, LLC                                                  Rowdy Gap Mine",,2012-08-21 00:00:00,,38,,
772,"Arch Coal, Inc.                                                    Knott County and Raven Complexes   ",,2012-08-21 00:00:00,,259,,
773,"Trim Masters, Inc.        ",,2012-08-20 00:00:00,,54,,
774,Comair,,2012-08-20 00:00:00,,4,,
775,Pemco World Air Services,,2012-08-09 00:00:00,,64,,
776,"Arch Coal, Inc.                                                    Knott County and Raven Complexes   ",,2012-07-31 00:00:00,,259,,
777,Comair,,2012-07-30 00:00:00,,1194,,
778,"MV Transportation, Inc.",,2012-07-27 00:00:00,,217,,
779,Kentucky Fuel Corp. ,,2012-07-16 00:00:00,,99,,
780,Lipari Foods - IK LLC,,2012-07-16 00:00:00,,3,,
781,Sapphire Coal Company -                             Advantage Mine Site,,2012-07-12 00:00:00,,163,,
782,"Xanodyne Pharmaceuticals, Inc. ",,2012-07-10 00:00:00,,114,,
783,"Arch Coal, Inc.                                                    ICG Hazard, LLC                                                  Rowdy Gap Mine",,2012-07-03 00:00:00,,49,,
784,Intertape Polymer Corporation,,2012-06-27 00:00:00,,55,,
785,Emerson Power Transmission Solutions,,2012-06-25 00:00:00,,161,,
786,"Arch Coal, Inc.                                                    ICG Hazard, LLC                                                  Flint Ridge Complex",,2012-06-20 00:00:00,,131,,
787,"Arch Coal, Inc.                                                    ICG Knott, LLC                                                    Knott County and Raven Complexes",,2012-06-20 00:00:00,,259,,
788,"Arch Coal, Inc.                                                    ICG Hazard, LLC                                                 Rowdy Gap Mine",,2012-06-20 00:00:00,,49,,
789,"Arch Coal, Inc.                                                    Prestonsburg Office ",,2012-06-20 00:00:00,,4,,
790,Sapphire Coal Company -                             Advantage Mine Site,,2012-06-15 00:00:00,,163 +/-,,
791,First Data Technologies                                 First Data Merchant Service,,2012-06-13 00:00:00,,344,,
792,Joy Global,,2012-06-11 00:00:00,,37,,
793,Alpha Natural Resources                              ,,2012-06-08 00:00:00,,416,,
794,Long Fork Coap Company,,2012-06-08 00:00:00,,20,,
795,Sapphire Coal Company -                             Advantage Mine Site,,2012-06-07 00:00:00,,163,,
796,Multi Packaging Solutions,,2012-06-07 00:00:00,,4,,
797,ASTAR Air Cargo,,2012-06-05 00:00:00,,238 +,,
798,"RG Steel, LLC                                                      Wheeling Corrugating",,2012-05-30 00:00:00,,24,,
799,Ferry-Morse Seed Company,,2012-05-30 00:00:00,,,,
800,"Wolverine Services, LLC",,2012-05-21 00:00:00,,179,,
801,Lipari Foods,,2012-05-10 00:00:00,,5,,
802,Hostess Brands,,2012-05-08 00:00:00,,26,,
803,Corrections Corporation of America        Otter Creek Correctional Facility,,2012-05-07 00:00:00,,156 +/-,,
804,US Foods,,2012-05-03 00:00:00,,148,,
805,Baker Hughes Incorporated,,2012-05-01 00:00:00,,63,,
806,Ohio County Coal Company & Bluegrass Office                                               Grand Eagle Mining                                         Preparation Plant,,2012-04-22 00:00:00,,196 +,,
807,AAR Precision Systems,,2012-04-20 00:00:00,,61,,
808,Ohio County Coal Company & Bluegrass Office                                               Grand Eagle Mining                                         Preparation Plant,,2012-04-20 00:00:00,,196,,
809,Sapphire Coal Company -                             Advantage Mine Site,,2012-04-18 00:00:00,,163,,
810,"PPG Industries, Inc.",,2012-04-16 00:00:00,,52,,
811,Light House Home Products,,2012-04-12 00:00:00,,99,,
812,Multi Packaging Solutions,,2012-04-09 00:00:00,,83,,
813,"Xerox Commerical Services, LLC",,2012-04-02 00:00:00,,140,,
814,Tru Seal Technologies,,2012-03-26 00:00:00,,217,,
815,Oxford Resource Partners,,2012-03-22 00:00:00,,121,,
816,UPS SCS Hebron Building K Facility,,2012-02-29 00:00:00,,109,,
817,"QuadGraphics, Incorporated",,2012-02-21 00:00:00,,115,,
818,"Sykes Enterprises, Incorporated",,2012-02-21 00:00:00,,113,,
819,Tru Seal Technologies,,2012-02-17 00:00:00,,217,,
820,Xinergy Corporation - Straight Creek Mine Facility,,2012-02-17 00:00:00,,109,,
821,HK Logistics A Dematic Company              HK Logistics Kentucky Sortation Center (KYSC),,2012-02-15 00:00:00,,177 +/-,,
822,Stillhouse Mining LLC                                     Mine No. 2 aka Perkins Branch Mine        Mine No. 1  ,,2012-02-03 00:00:00,,47                 30,,
823,American Woodmark Corporation,,2012-02-03 00:00:00,,157,,
824,"Alpha Natural Resources                              d/b/a Enterprise Mining Company, LLC",,2012-02-03 00:00:00,,52,,
825,CSC,,2012-01-23 00:00:00,,?,,
826,UPS SCS Hebron Building K Facility,,2012-01-18 00:00:00,,542,,
827,Clarcor Air Filtration Products,,2012-01-09 00:00:00,,71 +/-,,
828,North American Stainless (NAS) Facility                                  HARSCO Metals & Minerals Plant #4 and #68,Gallatin,2013-12-20 00:00:00,,67,,
829,Unilever                      Owensboro Plant,Daviess,2013-12-20 00:00:00,,113,,
830,United State Enrichment Corporation (USEC),Ballard,2013-12-17 00:00:00,,110,,
831,"Century Aluminum of Kentucky GP                                 ""Hawesville Smelter""",Hancock,2013-12-17 00:00:00,,,,
832,"Centrury Aluminum of Kentucky ""CAC""                             ""Owensboro Facility""",Daviess/ Hancock,2013-12-17 00:00:00,,22,,
833,"American Ambulette & Ambulance Swervice, Inc. (""AAA"")",Nicholas,2013-12-11 00:00:00,,,,
834,Big Rivers Electric Corporation,Henderson,2013-12-05 00:00:00,,188,,
835,United State Enrichment Corporation (USEC),Ballard,2013-11-20 00:00:00,,40,,
836,"DynCorp International, LLC ""DI""",Christian,2013-11-12 00:00:00,,,,
837,"Pacific Pulmonary Services ""PPS""",Fayette,2013-11-06 00:00:00,,101,,
838,"Century Aluminum Sebree, LLC                                                      ""Sebree Smelter""",Henderson,2013-11-04 00:00:00,,,,
839,Bank of America              Consumer Banking - Legacy Asset Servicing Unit,Jefferson,2013-10-25 00:00:00,,55,,
840,"Laboratory Partners, Inc.           Kilbourne Medical Laboratories",Jefferson,2013-10-24 00:00:00,,,,
841,"Laboratory Partners, Inc.           Kilbourne Medical Laboratories",Fayette,2013-10-24 00:00:00,,,,
842,"Century Aluminum of Kentucky GP                                 ""Hawesville Smelter""",Hancock,2013-10-21 00:00:00,,686,,
843,"Century Aluminum Company                                        ""Owensboro Facility""",Daviess,2013-10-21 00:00:00,,27,,
844,McCoy Elkhorn Coal Corporation,Pike,2013-10-16 00:00:00,,,,
845,Discover Home Loans,Jefferson,2013-10-15 00:00:00,,142,,
846,Bledsoe Coal Corporation,Harlan/Leslie,2013-10-15 00:00:00,,,,
847,"Motorola Solutions, Inc.",Jefferson,2013-10-08 00:00:00,,42,,
848,GECOM Corporation,Franklin,2013-10-02 00:00:00,,5,,
849,"Borden Dairy Company of Madisonville, LLC                          d/b/a Goldenrod Dairy",Hopkins,2013-09-30 00:00:00,,,,
850,"Excel Mining, LLC                   Van Lear Mine and Pontiki Preparation Plant",Martin,2013-09-27 00:00:00,,125,,
851,Marion Adjustment Center,Marion,2013-08-30 00:00:00,,117,,
852,"Corizon, Inc.",Jefferson,2013-08-26 00:00:00,,94,,
853,"Arch Coal, Inc.                                ICG Hazard, LLC                              Flint Ridge Complex",Breathitt,2013-08-23 00:00:00,,3,,
854,"Century Aluminum Company                                        ""Owensboro Facility""",Daviess,2013-08-16 00:00:00,,22,,
855,"Century Aluminum of Kentucky GP                                 ""Hawesville Smelter""",Hancock,2013-08-16 00:00:00,,679,,
856,"Aramark Healthcare Support Services, LLC",Jefferson,2013-08-15 00:00:00,,241,,
857,United State Enrichment Corporation (USEC),Ballard,2013-08-09 00:00:00,,100,,
858,"JCIM US, LLC",Jefferson,2013-07-31 00:00:00,,20,,
859,"Motorola Solutions, Inc.",Jefferson,2013-07-30 00:00:00,,42,,
860,"NE Opco, Inc. d/b/a National Envelope Corporation",Shelby,2013-07-24 00:00:00,,89,,
861,"Lightyear Network Solutions, LLC",Jefferson,2013-07-11 00:00:00,,75,,
862,"Centene Management Corporation, dba Kentucky Spirit Health Plan",Fayette,2013-07-08 00:00:00,,145,,
863,Marion Adjustment Center,Marion,2013-07-02 00:00:00,,167,,
864,"Motorola Solutions, Inc.",Jefferson,2013-07-02 00:00:00,,56,,
865,"NE Opco, Inc. d/b/a National Envelope Corporation",Shelby,2013-06-07 00:00:00,,89,,
866,United State Enrichment Corporation (USEC),Ballard,2013-05-31 00:00:00,,160,,
867,"Motorola Solutions, Inc.            ",Jefferson,2013-05-21 00:00:00,,56,,
868,"Motorola Solutions, Inc. ",Boone,2013-05-21 00:00:00,,60,,
869,"LATA Environmental Services of Kentucky, LLC",Ballard,2013-05-07 00:00:00,,145,,
870,"Centene Management Corporation, dba Kentucky Spirit Health Plan",Fayette,2013-05-06 00:00:00,,145,,
871,"JCIM US, LLC",Jefferson,2013-05-06 00:00:00,,347,,
872,"Motorola Solutions, Inc.          Repair and Order Management",Boone,2013-04-25 00:00:00,,50,,
873,"Century Aluminum of Kentucky GP                                 ""Hawesville Smelter""",Hancock,2013-04-16 00:00:00,,693,,
874,"Century Aluminum Company                                        ""Owensboro Facility""",Daviess,2013-04-16 00:00:00,,17,,
875,"Xerox Business Solutions        CS DHS I-94 Unit, Xerox Federal Solutions, LLC",Laurel,2013-04-15 00:00:00,,124,,
876,GECOM Corporation,Franklin,2013-04-11 00:00:00,,85,,
877,"Gannett Driect Marketing Services, Inc.",Jefferson,2013-04-09 00:00:00,,59,,
